Sample_title	Sample_geo_accession	Sample_source_name_ch1	Sample_organism_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_characteristics_ch1	Sample_platform_id	ID_REF
E12.5D_1_10	GSM2396221	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396221
E12.5D_1_11	GSM2396222	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396222
E12.5D_1_12	GSM2396223	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396223
E12.5D_1_13	GSM2396224	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396224
E12.5D_1_14	GSM2396225	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396225
E12.5D_1_15	GSM2396226	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396226
E12.5D_2_01	GSM2396227	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396227
E12.5D_2_02	GSM2396228	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396228
E12.5D_2_03	GSM2396229	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396229
E12.5D_2_04	GSM2396230	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396230
E12.5D_2_05	GSM2396231	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396231
E12.5D_2_06	GSM2396232	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396232
E12.5E_1_01	GSM2396233	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396233
E12.5E_1_02	GSM2396234	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396234
E12.5E_1_03	GSM2396235	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396235
E12.5E_1_04	GSM2396236	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396236
E12.5E_1_05	GSM2396237	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396237
E12.5E_1_06	GSM2396238	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396238
E12.5E_1_07	GSM2396239	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396239
E12.5E_1_08	GSM2396240	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396240
E12.5E_1_09	GSM2396241	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396241
E12.5E_1_10	GSM2396242	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396242
E12.5E_1_11	GSM2396243	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396243
E12.5E_1_12	GSM2396244	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396244
E12.5E_1_13	GSM2396245	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396245
E12.5E_1_14	GSM2396246	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396246
E12.5E_2_01	GSM2396247	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396247
E12.5E_2_02	GSM2396248	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396248
E12.5E_2_03	GSM2396249	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396249
E12.5E_2_04	GSM2396250	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396250
E12.5E_2_05	GSM2396251	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396251
E12.5E_2_06	GSM2396252	Liver	Mus musculus	embryonic day: E12.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396252
E13.5D_1_01	GSM2396253	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396253
E13.5D_1_02	GSM2396254	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396254
E13.5D_1_03	GSM2396255	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396255
E13.5D_1_04	GSM2396256	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396256
E13.5D_1_05	GSM2396257	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396257
E13.5D_1_06	GSM2396258	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396258
E13.5D_1_07	GSM2396259	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396259
E13.5D_1_08	GSM2396260	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396260
E13.5D_1_09	GSM2396261	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396261
E13.5D_1_10	GSM2396262	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396262
E13.5D_1_11	GSM2396263	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396263
E13.5D_1_12	GSM2396264	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396264
E13.5D_1_13	GSM2396265	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396265
E13.5D_2_01	GSM2396266	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396266
E13.5D_2_02	GSM2396267	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396267
E13.5D_2_03	GSM2396268	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396268
E13.5D_2_04	GSM2396269	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396269
E13.5D_2_05	GSM2396270	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396270
E13.5D_2_06	GSM2396271	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396271
E13.5D_2_07	GSM2396272	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396272
E13.5D_2_08	GSM2396273	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396273
E13.5D_2_09	GSM2396274	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396274
E13.5D_2_10	GSM2396275	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396275
E13.5D_2_11	GSM2396276	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396276
E13.5D_2_12	GSM2396277	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396277
E13.5D_2_13	GSM2396278	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396278
E13.5D_2_14	GSM2396279	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396279
E13.5D_2_15	GSM2396280	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396280
E13.5D_2_16	GSM2396281	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396281
E13.5D_2_17	GSM2396282	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396282
E13.5D_2_18	GSM2396283	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396283
E13.5D_3_01	GSM2396284	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396284
E13.5D_3_02	GSM2396285	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396285
E13.5D_3_03	GSM2396286	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396286
E13.5D_3_04	GSM2396287	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396287
E13.5D_3_05	GSM2396288	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396288
E13.5D_3_06	GSM2396289	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396289
E13.5D_3_07	GSM2396290	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396290
E13.5D_3_08	GSM2396291	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396291
E13.5E_2_01	GSM2396292	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396292
E13.5E_2_02	GSM2396293	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396293
E13.5E_2_03	GSM2396294	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396294
E13.5E_2_04	GSM2396295	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396295
E13.5E_2_05	GSM2396296	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396296
E13.5E_2_06	GSM2396297	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396297
E13.5E_2_07	GSM2396298	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396298
E13.5E_2_08	GSM2396299	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396299
E13.5E_2_09	GSM2396300	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396300
E13.5E_2_10	GSM2396301	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396301
E13.5E_2_11	GSM2396302	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396302
E13.5E_2_12	GSM2396303	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396303
E13.5E_2_13	GSM2396304	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396304
E13.5E_2_14	GSM2396305	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396305
E13.5E_2_15	GSM2396306	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396306
E13.5E_2_16	GSM2396307	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396307
E13.5E_2_17	GSM2396308	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396308
E13.5E_2_18	GSM2396309	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396309
E13.5E_3_01	GSM2396310	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396310
E13.5E_3_02	GSM2396311	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396311
E13.5E_3_03	GSM2396312	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396312
E13.5E_3_04	GSM2396313	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396313
E13.5E_3_05	GSM2396314	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396314
E13.5E_3_06	GSM2396315	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396315
E13.5E_3_07	GSM2396316	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396316
E13.5E_3_08	GSM2396317	Liver	Mus musculus	embryonic day: E13.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396317
E14.5D_1_01	GSM2396318	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396318
E14.5D_1_02	GSM2396319	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396319
E14.5D_1_03	GSM2396320	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396320
E14.5D_1_04	GSM2396321	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396321
E14.5D_1_05	GSM2396322	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396322
E14.5D_1_06	GSM2396323	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396323
E14.5D_1_07	GSM2396324	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396324
E14.5D_1_08	GSM2396325	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396325
E14.5D_1_09	GSM2396326	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396326
E14.5D_1_10	GSM2396327	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396327
E14.5D_2_01	GSM2396328	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396328
E14.5D_2_02	GSM2396329	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396329
E14.5D_2_03	GSM2396330	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P1 gate, DLK+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396330
E14.5E_1_01	GSM2396331	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396331
E14.5E_1_02	GSM2396332	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396332
E14.5E_1_03	GSM2396333	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396333
E14.5E_1_04	GSM2396334	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396334
E14.5E_1_05	GSM2396335	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396335
E14.5E_1_06	GSM2396336	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396336
E14.5E_1_07	GSM2396337	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396337
E14.5E_1_08	GSM2396338	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396338
E14.5E_1_09	GSM2396339	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396339
E14.5E_1_10	GSM2396340	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396340
E14.5E_1_11	GSM2396341	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396341
E14.5E_1_12	GSM2396342	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396342
E14.5E_1_13	GSM2396343	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396343
E14.5E_2_01	GSM2396344	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396344
E14.5E_2_02	GSM2396345	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396345
E14.5E_2_03	GSM2396346	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396346
E14.5E_2_04	GSM2396347	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396347
E14.5E_2_05	GSM2396348	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396348
E14.5E_2_06	GSM2396349	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396349
E14.5E_2_07	GSM2396350	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396350
E14.5E_2_08	GSM2396351	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396351
E14.5E_2_09	GSM2396352	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: hepatoblast/hepatocyte	GPL17021	GSM2396352
E14.5E_2_10	GSM2396353	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396353
E14.5E_2_11	GSM2396354	Liver	Mus musculus	embryonic day: E14.5	culture time: NA	treatment: NA	"sorting: P2 gate, EpCAM+"	putative cell type: cholangiocyte	GPL17021	GSM2396354
