ID	Symbol	GeneLength	E10.5#1	E10.5#2	E11.5#1	E11.5#2	E12.5#1	E12.5#2	E13.5#1	E13.5#2	E14.5#1	E14.5#2	E15.5#1	E15.5#2	E16.5#1	E16.5#2	E17.5#1	E17.5#2	E18.5#1	E18.5#2
ENSMUSG00000026649	1700009P17Rik	1034	24	16	25	45	59	38	46	43	59	41	21	37	27	33	10	18	6	6
ENSMUSG00000026650	Meig1	706	1	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1
ENSMUSG00000026655	Fam107b	3156	816	731	554	589	947	558	402	307	809	655	654	740	774	729	197	341	295	235
ENSMUSG00000026656	Fcgr2b	2250	5	3	32	17	71	17	32	21	64	27	21	52	32	32	9	15	14	28
ENSMUSG00000026657	Frmd4a	6761	512	519	276	310	416	198	296	237	433	280	301	283	298	261	171	177	123	136
ENSMUSG00000026659	Dusp12	1875	487	407	297	426	613	528	568	309	673	356	285	463	722	437	284	223	224	129
ENSMUSG00000026662	Sephs1	5319	3231	2887	1636	1789	1716	1217	981	1107	1454	970	945	805	1025	993	548	556	563	475
ENSMUSG00000026663	Atf6	7246	1741	1558	1091	1146	1171	744	694	704	906	789	810	643	1029	909	674	751	794	764
ENSMUSG00000026664	Phyh	1438	922	731	1474	1635	2690	2110	2336	2407	4273	3749	4407	5013	7040	5604	5593	4829	8410	5279
ENSMUSG00000026667	Uhmk1	7864	1912	1963	1218	1412	1494	713	578	398	1064	1226	1275	1212	1094	916	604	881	968	660
ENSMUSG00000026668	Ucma	847	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026669	Mcm10	4867	1494	1240	798	820	969	689	865	675	1004	531	473	464	511	520	178	136	63	93
ENSMUSG00000026670	Uap1	2311	893	796	678	746	913	711	563	523	815	676	706	665	728	719	663	603	606	465
ENSMUSG00000026672	Optn	2614	59	45	99	137	185	131	191	203	407	271	305	347	341	409	371	363	906	609
ENSMUSG00000026674	Ddr2	8289	243	280	50	40	138	29	60	11	88	17	23	40	22	5	0	4	0	3
ENSMUSG00000026675	Hsd17b7	4612	1076	947	1453	1463	2518	1173	1073	1193	1880	1901	1851	1570	1918	1650	880	1308	1857	1574
ENSMUSG00000026676	Ccdc3	2670	391	324	147	115	595	144	392	57	359	37	70	71	35	7	0	8	4	6
ENSMUSG00000026678	Rgs5	4096	247	220	81	68	136	34	46	4	83	17	21	25	2	0	1	0	0	3
ENSMUSG00000026679	Enkur	1199	2	0	0	3	4	3	0	1	6	1	2	4	0	3	0	1	3	1
ENSMUSG00000026683	Nuf2	2405	1377	1183	870	1012	912	658	585	413	1032	537	534	511	603	711	73	138	16	32
ENSMUSG00000026686	Lmx1a	3347	3	5	1	6	2	1	0	2	1	3	0	0	5	1	0	1	0	0
ENSMUSG00000026687	Aldh9a1	2833	2440	1964	2298	2525	3763	2791	2639	3042	3425	3162	2921	2824	3729	3192	1705	2079	1958	1255
ENSMUSG00000026688	Mgst3	1097	167	145	196	237	410	394	578	595	919	620	732	958	1267	1048	672	498	567	319
ENSMUSG00000026691	Fmo3	2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026692	Fmo4	1988	33	21	74	60	135	80	162	180	342	374	355	352	399	432	226	210	310	208
ENSMUSG00000026694	Mettl13	4541	907	793	515	551	708	593	606	540	664	369	359	297	344	315	322	308	181	142
ENSMUSG00000026696	Vamp4	2752	359	346	230	232	318	261	134	92	277	224	216	211	274	234	196	203	198	144
ENSMUSG00000026697	Myoc	2079	1	0	1	1	0	1	0	0	4	0	0	0	0	2	0	2	0	0
ENSMUSG00000026698	Pigc	3290	294	280	217	209	311	255	266	188	375	219	227	246	295	265	175	177	255	228
ENSMUSG00000026700	Tnfsf4	1842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026701	Prdx6	2387	5580	4590	3180	3644	4756	3822	4198	3495	4374	2992	3317	3605	4870	3549	4582	3810	6386	4525
ENSMUSG00000026705	Klhl20	4817	538	511	357	367	413	245	256	235	566	311	303	241	294	269	136	122	183	146
ENSMUSG00000026707	Nsun6	2902	246	266	135	133	193	104	94	51	144	91	134	93	134	114	68	46	80	58
ENSMUSG00000026708	Cenpl	4447	485	395	302	438	376	279	286	170	426	260	286	230	343	379	121	128	128	81
ENSMUSG00000026709	Dars2	4015	1232	1006	743	789	800	599	500	496	595	459	343	317	372	371	191	215	220	151
ENSMUSG00000026712	Mrc1	5352	152	102	173	84	78	64	87	57	168	117	157	115	106	139	25	40	21	97
ENSMUSG00000026715	Serpinc1	2157	4678	3548	7455	7063	12581	11588	15010	20786	15850	17890	23918	27569	40631	34014	27110	23921	36419	23446
ENSMUSG00000026718	Stam	3702	1025	942	662	704	757	445	291	287	628	430	437	351	452	453	221	272	301	228
ENSMUSG00000026721	Rabgap1l	6338	379	392	319	458	502	283	228	173	606	473	555	497	525	429	233	284	422	279
ENSMUSG00000026723	Trdmt1	3784	175	146	91	154	142	86	83	54	134	140	89	96	120	147	42	46	45	24
ENSMUSG00000026725	Tnn	5810	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026726	Cubn	11373	97	101	116	91	131	66	74	53	52	67	75	119	48	70	5	9	5	3
ENSMUSG00000026727	Rsu1	3673	542	500	434	557	751	422	713	541	823	542	466	470	575	516	230	282	365	264
ENSMUSG00000026728	Vim	2193	2274	2482	1109	1147	2212	855	1843	804	1424	628	519	832	598	302	81	125	69	238
ENSMUSG00000026729	4930562F07Rik	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026730	Pter	3620	535	442	821	969	1719	1153	1380	1328	2494	2199	2318	2315	3351	2498	1122	1434	1638	1438
ENSMUSG00000026734	4921504E06Rik	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026735	Ptf1a	1508	1	4	0	1	0	0	4	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000026736	4930426L09Rik	1459	0	1	1	0	3	1	2	1	2	0	1	0	0	0	0	1	0	0
ENSMUSG00000026737	Pip4k2a	3477	181	173	105	107	224	75	150	70	336	124	64	94	49	52	5	15	12	27
ENSMUSG00000026739	Bmi1	3594	951	935	485	631	728	372	261	187	627	480	365	404	480	418	181	226	241	167
ENSMUSG00000026740	Dnajc1	5497	591	615	461	505	730	493	568	375	526	603	568	592	710	534	327	346	452	365
ENSMUSG00000026743	Mllt10	5063	2356	2204	1513	1674	1658	1084	1216	1013	1657	1040	1087	884	1044	875	424	540	619	489
ENSMUSG00000026748	Plxdc2	6947	172	217	23	25	48	6	29	17	49	22	32	47	15	4	0	1	1	5
ENSMUSG00000026749	Nek6	3773	2121	1811	1632	1860	2248	1669	1800	1756	1771	1525	1661	1705	2119	1807	1193	1268	1290	933
ENSMUSG00000026750	Psmb7	1160	4469	3931	2724	2978	3510	3490	2406	2115	2966	2131	2061	2150	2581	2154	1376	1354	1359	1151
ENSMUSG00000026751	Nr5a1	2994	7	7	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026753	Ppp6c	4115	1374	1200	823	915	1103	684	464	379	939	730	635	668	759	700	398	412	439	336
ENSMUSG00000026754	Golga1	4763	676	614	581	606	669	434	433	313	824	484	566	421	561	498	352	366	404	249
ENSMUSG00000026755	Arpc5l	4167	1151	1032	614	867	1099	963	886	496	883	641	566	730	658	630	378	340	306	322
ENSMUSG00000026761	Orc4	4066	1157	1073	563	708	816	546	313	143	664	442	377	346	402	397	240	257	256	183
ENSMUSG00000026764	Kif5c	6856	122	152	10	5	4	6	3	0	0	3	5	0	0	1	0	1	1	2
ENSMUSG00000026765	Lypd6b	2286	8	10	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000026766	Mmadhc	1351	1445	1190	1078	1250	1531	1288	1020	933	1265	1065	1085	1123	1272	1250	783	852	799	743
ENSMUSG00000026767	Fam188a	2341	502	430	297	405	603	365	253	263	479	339	295	289	359	308	110	168	227	169
ENSMUSG00000026768	Itga8	5810	217	236	76	41	424	61	301	29	441	71	121	123	57	19	4	6	0	18
ENSMUSG00000026770	Il2ra	4425	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026771	Spopl	6595	394	370	229	271	302	186	131	62	317	209	213	190	221	176	143	193	207	141
ENSMUSG00000026773	Pfkfb3	5072	5580	4739	2686	2660	2777	2443	2058	2400	1703	1136	1411	781	911	1167	939	1177	975	770
ENSMUSG00000026774	4931423N10Rik	1842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026775	Yme1l1	4707	4655	4057	2892	3154	3220	1934	1029	786	2918	2463	2185	1775	2579	2500	1216	1700	1945	1317
ENSMUSG00000026778	Prkcq	3969	19	15	21	33	26	12	24	14	42	24	21	16	14	11	8	6	4	7
ENSMUSG00000026779	Mastl	5590	621	656	324	463	373	173	220	128	352	234	216	190	183	242	26	46	9	15
ENSMUSG00000026781	Acbd5	3721	976	819	753	807	1300	599	549	427	1154	1146	1110	964	1485	1088	585	823	1282	830
ENSMUSG00000026782	Abi2	5768	2321	2136	1070	1163	1186	500	349	250	618	507	543	414	413	479	126	160	123	197
ENSMUSG00000026784	Pdss1	1950	511	467	338	390	533	386	336	215	447	300	202	215	286	238	95	108	97	71
ENSMUSG00000026785	Pkn3	3460	480	399	326	426	385	501	632	503	530	212	214	200	204	194	86	63	21	32
ENSMUSG00000026786	Apbb1ip	4061	17	16	79	90	120	37	94	55	389	137	76	87	50	88	6	12	15	26
ENSMUSG00000026787	Gad2	5744	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026788	Zbtb43	4998	526	511	355	375	423	288	348	315	537	324	435	355	410	325	215	285	438	308
ENSMUSG00000026790	Odf2	4291	2965	2706	1508	1822	1582	1259	1315	1237	1516	741	782	629	568	720	261	257	219	205
ENSMUSG00000026791	Slc2a8	2108	279	274	203	209	286	227	318	302	233	178	146	128	174	130	96	101	152	107
ENSMUSG00000026792	Lrsam1	4030	292	266	231	227	306	328	287	262	382	189	201	182	202	199	121	103	104	74
ENSMUSG00000026796	Fam129b	3714	793	697	526	562	721	554	876	860	791	749	910	837	1046	957	636	554	923	474
ENSMUSG00000026797	Stxbp1	3886	281	268	213	216	286	189	278	219	264	119	135	105	98	92	32	33	38	27
ENSMUSG00000026798	Coq4	3026	378	386	255	321	378	347	359	389	232	165	162	149	152	133	169	112	141	85
ENSMUSG00000026799	Med27	1686	321	269	204	236	285	235	304	263	260	130	147	126	166	159	93	104	88	60
ENSMUSG00000026803	Ttf1	5336	736	677	504	501	511	357	385	266	463	349	330	280	332	304	194	246	257	164
ENSMUSG00000026805	Barhl1	3666	3	6	1	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000026806	Ddx31	3271	606	555	305	329	362	323	295	308	334	188	178	158	176	181	119	124	103	96
ENSMUSG00000026807	Ak8	1567	10	3	3	2	2	1	3	3	3	7	0	0	2	2	1	1	0	1
ENSMUSG00000026809	1700026L06Rik	699	9	9	20	10	12	13	15	9	8	4	6	4	3	4	0	0	0	0
ENSMUSG00000026810	Dpm2	1412	588	459	465	536	723	644	834	766	907	467	437	347	440	389	241	256	168	178
ENSMUSG00000026811	St6galnac6	2402	515	492	449	492	561	491	672	710	785	581	498	597	824	700	532	441	800	557
ENSMUSG00000026812	Tsc1	7702	1507	1286	1034	1037	1160	926	953	938	1268	934	922	714	680	913	405	324	496	349
ENSMUSG00000026814	Eng	3572	40	33	44	49	207	40	402	85	327	80	94	136	79	38	23	29	26	88
ENSMUSG00000026815	Gfi1b	1822	6	5	43	93	82	43	123	125	334	83	50	24	12	19	5	1	7	5
ENSMUSG00000026816	Gtf3c5	2739	888	785	461	527	538	540	483	501	501	289	291	211	247	271	162	143	127	78
ENSMUSG00000026817	Ak1	2085	90	73	28	27	29	11	21	20	22	6	11	13	5	7	3	3	5	4
ENSMUSG00000026818	Cel	2063	59	0	0	69	40	0	49	0	0	52	76	0	49	0	0	76	67	0
ENSMUSG00000026819	Slc25a25	3529	602	508	455	486	1026	715	779	716	754	598	819	816	784	794	509	466	306	702
ENSMUSG00000026820	Ptges2	1945	355	303	272	277	402	429	470	533	256	252	221	278	303	260	263	156	184	161
ENSMUSG00000026821	Ralgds	4409	443	441	160	159	169	115	152	120	88	48	48	33	30	35	20	17	14	14
ENSMUSG00000026822	Lcn2	1374	1	1	123	71	239	299	232	189	226	198	202	620	736	306	145	259	327	395
ENSMUSG00000026824	Kcnj3	5215	24	24	2	2	5	0	2	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000026825	Dnm1	4605	735	704	646	672	736	755	1000	736	812	432	368	224	167	238	53	37	43	17
ENSMUSG00000026826	Nr4a2	3568	55	40	26	34	33	20	16	15	33	9	4	8	2	6	1	1	1	5
ENSMUSG00000026827	Gpd2	5759	700	625	266	286	274	141	156	156	285	206	155	112	105	137	40	57	66	51
ENSMUSG00000026828	Galnt5	4225	2	3	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000026829	Gbgt1	1335	2	2	3	0	4	1	3	1	6	1	9	1	3	4	0	0	0	0
ENSMUSG00000026830	Ermn	3635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026831	1700007K13Rik	812	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0
ENSMUSG00000026832	Cytip	6110	3	1	16	19	25	6	8	10	65	38	23	37	33	20	1	6	7	5
ENSMUSG00000026833	Olfm1	2757	146	175	37	29	101	21	79	28	53	25	13	24	20	13	2	1	9	8
ENSMUSG00000026834	Acvr1c	9162	22	17	4	0	0	0	1	0	0	5	1	4	1	2	0	2	1	0
ENSMUSG00000026835	Fcnb	1170	0	1	74	49	182	138	111	94	307	163	192	432	239	284	23	79	44	70
ENSMUSG00000026836	Acvr1	3293	1367	1196	1008	965	1147	712	859	760	1035	796	891	694	866	745	249	323	342	263
ENSMUSG00000026837	Col5a1	8406	2376	2456	900	799	2001	546	2101	821	1769	496	671	682	670	352	85	106	72	87
ENSMUSG00000026839	Upp2	2848	26	25	15	20	41	26	50	18	38	34	34	62	219	54	410	222	470	198
ENSMUSG00000026840	Lamc3	5871	39	36	7	9	7	3	5	6	1	1	3	3	18	2	12	6	6	2
ENSMUSG00000026841	Fibcd1	4751	10	5	0	4	2	0	5	0	1	0	3	3	2	1	3	1	0	0
ENSMUSG00000026842	Abl1	5794	3466	3354	2082	2159	2555	1638	2554	2484	2427	1528	1543	1325	1450	1434	554	593	676	492
ENSMUSG00000026843	Fubp3	3740	3595	2980	2215	2474	2545	1262	1490	1518	1867	1388	1343	1002	1304	1268	506	786	659	500
ENSMUSG00000026848	Tor1b	4775	1425	1156	973	1172	1593	1514	1534	1185	1857	1136	1084	1191	1261	1131	807	650	854	677
ENSMUSG00000026849	Tor1a	1605	662	577	493	559	929	681	930	726	824	655	598	615	738	605	359	367	478	454
ENSMUSG00000026851	BC005624	1328	713	598	461	465	448	553	476	444	558	344	335	356	330	325	248	285	235	249
ENSMUSG00000026853	Crat	4224	459	349	401	461	575	498	748	738	633	637	576	658	796	726	512	478	1202	977
ENSMUSG00000026854	Usp20	5088	452	407	329	358	367	430	406	438	455	268	293	267	280	241	227	161	250	175
ENSMUSG00000026856	Dolpp1	2294	1028	731	668	743	818	890	919	980	780	510	547	452	477	607	275	236	200	146
ENSMUSG00000026857	Ntmt1	1387	841	738	532	554	718	761	938	689	651	358	389	399	487	350	470	321	344	269
ENSMUSG00000026858	Fam73b	3586	813	744	521	599	739	673	644	678	695	432	414	378	391	418	345	272	478	267
ENSMUSG00000026860	Sh3glb2	1851	806	751	480	509	717	910	1071	891	996	458	442	396	475	424	241	173	201	133
ENSMUSG00000026864	Hspa5	2613	57780	41234	38472	39621	50805	38088	27077	27309	32818	29821	33263	29797	37649	32801	21256	24151	18825	14075
ENSMUSG00000026866	Kynu	2778	11	17	27	29	71	45	50	70	165	332	404	708	1189	821	573	473	821	708
ENSMUSG00000026867	Gapvd1	6749	3095	3069	1893	1939	2119	1251	1363	1127	1757	1302	1394	1102	1290	1139	708	756	874	737
ENSMUSG00000026869	Psmd5	3406	1399	1244	836	947	1183	837	760	665	909	707	651	660	732	674	317	338	319	301
ENSMUSG00000026870	Cutal	2312	151	119	241	247	356	383	349	415	600	579	651	726	924	861	552	480	702	671
ENSMUSG00000026872	Zeb2	9113	523	522	247	196	586	90	315	76	508	179	164	153	71	77	12	24	16	43
ENSMUSG00000026873	Phf19	3741	123	120	91	113	159	115	163	144	209	78	84	93	111	82	37	16	7	8
ENSMUSG00000026874	Hc	5445	667	496	2640	2522	6581	5030	5941	5895	11708	13253	14510	15602	17323	17661	8240	7643	13446	8614
ENSMUSG00000026875	Traf1	3407	1	1	1	2	2	6	8	3	4	0	3	0	3	0	0	0	1	2
ENSMUSG00000026878	Rab14	4346	4377	4097	3013	3436	4170	2679	1791	1118	3270	2923	2717	2755	3759	3054	1607	1971	2228	1615
ENSMUSG00000026879	Gsn	2653	2424	1777	5452	5338	8260	9223	9983	12427	6702	8657	7430	11490	10404	13138	3564	1862	2447	1380
ENSMUSG00000026880	Stom	2787	244	249	240	242	621	271	422	308	1027	510	547	680	848	633	496	636	473	466
ENSMUSG00000026882	4930568D16Rik	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026883	Dab2ip	6649	2137	2026	1548	1653	1918	1292	1789	1814	1545	1110	1115	1010	1045	1022	360	390	367	307
ENSMUSG00000026885	Ttll11	3176	6	2	2	2	4	1	6	1	0	2	0	0	0	0	0	1	0	1
ENSMUSG00000026887	Mrrf	2623	635	515	462	493	659	503	530	529	552	433	435	430	446	425	314	296	301	220
ENSMUSG00000026888	Grb14	2797	288	302	299	350	522	421	449	351	632	459	474	544	722	525	398	406	763	460
ENSMUSG00000026889	Rbm18	3509	696	647	433	461	534	351	237	219	440	305	294	283	326	305	228	179	270	212
ENSMUSG00000026890	Lhx6	3481	34	29	22	28	18	17	17	16	10	15	27	37	60	37	31	39	62	99
ENSMUSG00000026893	Gca	3330	275	279	154	185	197	98	82	83	189	169	121	170	280	177	101	162	204	117
ENSMUSG00000026894	Morn5	714	2	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000026895	Ndufa8	861	1003	860	833	987	1339	1307	1775	1411	1764	1100	1289	1539	1832	1376	1474	1176	1519	1139
ENSMUSG00000026896	Ifih1	5470	21	24	38	31	113	47	69	63	147	193	194	181	376	214	191	273	340	225
ENSMUSG00000026904	Slc4a10	5482	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000026914	Psmd14	1541	2331	1867	1300	1467	1799	1421	788	608	1334	929	761	724	952	835	326	407	287	270
ENSMUSG00000026915	Strbp	16348	1791	1746	808	961	959	678	419	355	938	640	705	651	717	594	580	617	654	551
ENSMUSG00000026917	Wdr5	2890	2921	2418	1686	1871	2093	1703	1613	1487	1837	1229	1133	1089	1038	1184	609	631	467	421
ENSMUSG00000026918	Brd3	5419	4822	4544	2509	2758	3041	1738	2018	1949	2272	1829	1718	1536	1773	1624	625	727	958	735
ENSMUSG00000026919	Lcn4	774	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000026921	Egfl7	1865	399	335	282	352	434	435	425	318	314	183	142	155	143	142	100	69	57	100
ENSMUSG00000026922	Agpat2	1489	689	642	807	959	1219	1081	1706	1507	1187	1127	1180	1596	2192	1584	1870	1514	2300	1640
ENSMUSG00000026923	Notch1	9488	1688	1637	789	791	805	413	666	635	665	465	419	346	494	440	164	141	148	124
ENSMUSG00000026924	Sec16a	8797	4132	3839	3167	3168	3632	2221	2736	2707	2882	3005	3157	2725	3082	2843	1780	1869	2236	1503
ENSMUSG00000026925	Inpp5e	4147	597	523	389	410	545	433	644	483	644	352	393	298	332	333	212	167	224	155
ENSMUSG00000026926	Pmpca	3135	3978	3367	3200	3404	3735	3127	2673	2825	3405	2455	2536	2155	2509	2668	1261	1346	1242	916
ENSMUSG00000026927	Sdccag3	2193	1308	1140	698	914	1094	1144	1292	915	1346	661	664	678	618	679	431	338	352	334
ENSMUSG00000026928	Card9	1947	13	8	37	35	52	50	67	44	138	54	32	98	31	53	12	13	5	12
ENSMUSG00000026930	Gpsm1	3432	793	722	294	253	347	185	261	164	186	73	69	56	48	39	19	12	18	22
ENSMUSG00000026931	1700019N19Rik	983	17	9	20	19	7	9	14	9	2	3	1	1	0	0	1	2	0	0
ENSMUSG00000026932	Nacc2	6675	269	214	255	268	409	305	337	372	460	464	376	387	472	462	221	242	286	216
ENSMUSG00000026933	Camsap1	7981	1827	1634	855	844	967	653	705	579	689	511	582	509	464	442	259	298	240	239
ENSMUSG00000026934	Lhx3	2223	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026936	Lcn3	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026937	Lcn5	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026938	Fcna	1374	21	1	92	51	49	68	54	59	155	119	166	198	82	284	7	6	10	47
ENSMUSG00000026939	Tmem141	975	139	122	88	106	128	142	132	145	110	91	73	108	98	87	80	76	187	140
ENSMUSG00000026940	Ccdc183	2958	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000026941	Mamdc4	3998	181	200	126	193	162	259	223	210	340	91	92	98	101	67	71	35	76	47
ENSMUSG00000026942	Traf2	4117	528	418	384	385	453	494	513	505	533	289	312	279	267	346	167	157	152	163
ENSMUSG00000026943	Lcn12	716	0	0	0	0	1	0	2	1	0	1	4	4	0	1	2	0	3	0
ENSMUSG00000026944	Abca2	8033	1966	1664	1390	1369	1303	1104	1411	1815	1117	749	583	506	608	572	240	251	334	189
ENSMUSG00000026946	Nmi	1291	41	23	64	50	74	88	58	52	110	94	85	112	105	101	81	73	138	89
ENSMUSG00000026950	Neb	22489	9	19	7	15	19	9	12	4	10	16	19	16	18	13	22	12	57	38
ENSMUSG00000026955	Sapcd2	3121	379	332	168	320	311	319	368	265	316	143	142	132	180	141	50	63	8	8
ENSMUSG00000026956	Uap1l1	3349	95	71	203	140	305	301	275	265	297	203	318	220	144	170	204	132	137	79
ENSMUSG00000026958	Dpp7	3017	292	231	273	316	457	487	568	568	660	339	456	321	308	383	240	196	262	222
ENSMUSG00000026959	Grin1	4276	7	7	21	23	43	25	48	33	18	12	11	1	3	7	1	2	0	0
ENSMUSG00000026960	Arl6ip6	2548	1041	992	571	768	996	383	440	228	602	449	368	352	541	335	162	209	205	192
ENSMUSG00000026961	Lrrc26	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026963	Tmem210	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000026965	Anapc2	3004	2055	1892	1381	1445	1725	1613	1717	1730	1959	1320	1429	1198	1298	1266	657	593	662	500
ENSMUSG00000026966	Ssna1	1006	773	662	542	615	832	783	955	941	874	441	462	429	511	477	291	218	207	206
ENSMUSG00000026969	Fam166a	1125	1	2	0	0	1	1	79	0	1	1	2	0	3	0	0	0	0	0
ENSMUSG00000026970	Rbms1	4436	3100	2946	2079	2440	2865	1492	1348	1207	2691	2171	2440	1902	2236	2075	879	1110	1321	883
ENSMUSG00000026971	Itgb6	4806	19	23	1	2	2	2	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000026972	Arrdc1	1666	128	123	73	75	116	115	148	113	189	80	73	78	89	52	50	25	55	33
ENSMUSG00000026974	Zmynd19	3903	1638	1471	897	941	1074	891	854	726	843	530	501	523	455	490	280	341	192	176
ENSMUSG00000026975	Dph7	2296	442	403	273	304	380	349	342	271	395	187	149	154	175	143	124	108	90	76
ENSMUSG00000026976	Pax8	3386	0	0	0	0	3	0	3	1	1	2	0	2	2	0	0	1	0	1
ENSMUSG00000026977	March7	4972	1984	1786	917	1250	1588	702	548	284	1307	895	966	845	971	804	422	545	673	615
ENSMUSG00000026979	Psd4	5493	18	7	106	108	209	151	221	265	487	278	347	310	212	291	88	110	97	89
ENSMUSG00000026980	Ly75	6901	5202	4198	3063	3056	3018	1385	1157	1185	1283	1506	1357	1091	1064	1003	256	301	376	259
ENSMUSG00000026981	Il1rn	2474	1	1	10	11	49	33	88	78	294	381	625	624	676	865	340	226	692	477
ENSMUSG00000026983	Il1f5	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026984	Il1f6	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026985	Il1f8	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026986	Hnmt	1656	3	3	6	1	2	1	4	1	8	5	0	2	1	8	1	0	4	2
ENSMUSG00000026987	Baz2b	7895	926	1131	377	469	528	265	371	183	508	277	361	336	358	284	178	201	297	221
ENSMUSG00000026988	Wdsub1	2072	134	139	115	122	168	121	140	107	155	109	117	93	117	113	51	48	53	53
ENSMUSG00000026989	Dapl1	663	3	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000026991	Pkp4	4614	2470	2242	1549	1805	1734	1396	1401	1469	1747	1376	1407	1463	1869	1560	719	753	796	600
ENSMUSG00000026994	Galnt3	3885	19	22	7	7	6	3	3	3	13	10	7	9	11	7	1	0	2	2
ENSMUSG00000026999	Nup35	2688	743	641	379	556	531	389	309	307	457	250	264	208	200	242	55	81	50	57
ENSMUSG00000027001	Dusp19	1993	138	141	88	67	93	87	54	39	96	74	55	50	77	62	29	27	44	23
ENSMUSG00000027002	Nckap1	4597	4489	4218	2623	2824	2938	1716	1304	1278	2105	1958	1916	1650	2091	1871	817	1166	1248	985
ENSMUSG00000027004	Frzb	3149	18	13	7	6	31	2	33	1	49	14	7	4	10	0	0	0	1	1
ENSMUSG00000027006	Dnajc10	4042	2983	2787	1925	2142	2319	1339	909	892	1547	1472	1460	1257	1588	1526	680	1153	658	550
ENSMUSG00000027007	Ssfa2	5168	771	637	554	623	696	314	464	519	538	537	723	727	847	885	381	517	445	472
ENSMUSG00000027009	Itga4	9767	158	166	229	390	418	60	152	97	721	392	194	159	98	119	10	41	46	66
ENSMUSG00000027010	Slc25a12	6351	482	417	325	387	424	323	397	406	435	322	313	326	428	394	396	346	587	341
ENSMUSG00000027011	Ube2e3	2249	1386	1333	634	762	966	595	482	307	818	526	443	441	545	473	204	242	252	217
ENSMUSG00000027012	Dync1i2	4523	2279	2142	1337	1592	1989	1088	1037	845	1728	1222	1204	1169	1372	1206	540	764	859	567
ENSMUSG00000027014	Cwc22	3471	1434	1290	884	956	884	601	685	557	808	505	495	397	460	493	237	269	251	227
ENSMUSG00000027015	Cybrd1	5339	164	130	161	191	308	177	197	239	437	380	1063	605	663	737	286	437	511	222
ENSMUSG00000027016	Zfp385b	2740	64	86	132	166	305	159	270	263	508	468	481	524	786	534	250	212	233	170
ENSMUSG00000027018	Hat1	1899	2540	2161	1294	1421	1440	1144	669	546	1118	839	745	787	791	879	268	393	254	208
ENSMUSG00000027022	Xirp2	11979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027030	Stk39	3536	939	823	529	623	580	396	278	259	318	210	193	192	319	141	81	142	47	23
ENSMUSG00000027035	Cers6	7038	1327	1177	881	833	1069	572	647	486	914	1002	1151	1150	1347	1009	678	780	1061	867
