"tcga_id"	"cohort"	"purity"	"log2_bap1"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"
"TCGA-JY-A6FB-01"	"TCGA-ESCA"	0.64	12.4151344215656	2	"chr3:43223134-59720118"	16496985
"TCGA-R6-A6Y2-01"	"TCGA-ESCA"	0.48	NA	3	"chr3:2170634-185699853"	183529220
"TCGA-LN-A4A6-01"	"TCGA-ESCA"	NA	NA	NA	"chr3:37971174-53818680"	15847507
"TCGA-Z6-A8JD-01"	"TCGA-ESCA"	0.23	12.3068642769703	2	"chr3:4724504-59720118"	54995615
"TCGA-VR-A8ER-01"	"TCGA-ESCA"	0.65	12.2582475179747	1	"chr3:10342312-59476587"	49134276
"TCGA-JY-A93C-01"	"TCGA-ESCA"	0.66	12.6773414321173	4	"chr3:48457596-59720118"	11262523
"TCGA-IG-A7DP-01"	"TCGA-ESCA"	0.23	12.2590920914267	2	"chr3:2170634-134931607"	132760974
"TCGA-IG-A4QS-01"	"TCGA-ESCA"	0.61	11.4392473464489	4	"chr3:32691911-89876272"	57184362
"TCGA-VR-AA7D-01"	"TCGA-ESCA"	0.7	NA	1	"chr3:31230713-90453712"	59223000
"TCGA-LN-A4A2-01"	"TCGA-ESCA"	0.56	NA	2	"chr3:41775883-53628943"	11853061
"TCGA-2H-A9GF-01"	"TCGA-ESCA"	0.68	12.947847145606	3	"chr3:43654025-52837900"	9183876
"TCGA-L5-A4OG-01"	"TCGA-ESCA"	0.44	12.2986927431134	2	"chr3:2170634-85024074"	82853441
"TCGA-XP-A8T6-01"	"TCGA-ESCA"	0.47	13.0207433396101	2	"chr3:37385707-65167840"	27782134
"TCGA-2H-A9GJ-01"	"TCGA-ESCA"	0.83	12.4917352131926	2	"chr3:41781216-53437259"	11656044
"TCGA-L5-A893-01"	"TCGA-ESCA"	0.36	12.3499897279618	3	"chr3:2170634-122274585"	120103952
"TCGA-VR-A8EZ-01"	"TCGA-ESCA"	0.68	12.7996444703177	2	"chr3:28500142-53257966"	24757825
"TCGA-2H-A9GQ-01"	"TCGA-ESCA"	0.85	11.6782745649679	2	"chr3:51499023-53275437"	1776415
"TCGA-ZR-A9CJ-01"	"TCGA-ESCA"	0.33	11.7259259414997	3	"chr3:47375271-52538431"	5163161
"TCGA-HZ-8638-01"	"TCGA-PAAD"	1	11.4044561030636	2	"chr3:2170634-62681587"	60510954
"TCGA-M8-A5N4-01"	"TCGA-PAAD"	0.22	11.7871024062761	3	"chr3:2170634-55176957"	53006324
"TCGA-IB-AAUP-01"	"TCGA-PAAD"	0.87	11.8672709725017	2	"chr3:2170634-68647201"	66476568
"TCGA-HZ-8637-01"	"TCGA-PAAD"	0.21	10.8365724671641	1	"chr3:2170634-56833818"	54663185
"TCGA-3A-A9IO-01"	"TCGA-PAAD"	0.7	10.398295862232	1	"chr3:10999920-197812401"	186812482
"TCGA-IB-7888-01"	"TCGA-PAAD"	1	11.4611453549893	2	"chr3:2170634-197812401"	195641768
"TCGA-FB-A78T-01"	"TCGA-PAAD"	0.39	11.9592637720364	4	"chr3:2170634-197812401"	195641768
"TCGA-HV-A7OL-01"	"TCGA-PAAD"	0.39	11.967804128105	2	"chr3:30778273-87157679"	56379407
"TCGA-2J-AABO-01"	"TCGA-PAAD"	0.26	11.5936991856468	2	"chr3:42334395-53253904"	10919510
"TCGA-HZ-A8P1-01"	"TCGA-PAAD"	0.69	10.8016210002794	1	"chr3:2170634-81649330"	79478697
"TCGA-FB-AAPS-01"	"TCGA-PAAD"	0.22	11.9947896479367	2	"chr3:40144144-59133899"	18989756
"TCGA-SR-A6MU-01"	"TCGA-PCPG"	0.79	11.1894830996519	1	"chr3:51519373-55768721"	4249349
"TCGA-RT-A6Y9-01"	"TCGA-PCPG"	0.83	11.0690865733468	1	"chr3:52110554-63560265"	11449712
"TCGA-QT-A5XM-01"	"TCGA-PCPG"	0.56	12.058479159053	2	"chr3:48671277-90436486"	41765210
"TCGA-WB-A817-01"	"TCGA-PCPG"	0.52	12.3041715217598	2	"chr3:2170634-56117615"	53946982
"TCGA-RW-A685-01"	"TCGA-PCPG"	0.67	12.2770364307527	3	"chr3:46496260-53883318"	7387059
"TCGA-SR-A6MX-01"	"TCGA-PCPG"	0.8	11.0698224961176	1	"chr3:49770845-96252652"	46481808
"TCGA-S7-A7X1-01"	"TCGA-PCPG"	0.66	11.6079794077421	1	"chr3:45304269-52648930"	7344662
"TCGA-SR-A6MP-01"	"TCGA-PCPG"	0.77	12.1116389909232	2	"chr3:45808994-53936767"	8127774
"TCGA-P7-A5NY-01"	"TCGA-PCPG"	0.8	11.6968725753209	2	"chr3:35621458-73714984"	38093527
"TCGA-W2-A7HB-01"	"TCGA-PCPG"	0.34	12.0068942469858	4	"chr3:33797487-90453712"	56656226
"TCGA-RW-A8AZ-01"	"TCGA-PCPG"	0.86	12.0896559393051	2	"chr3:2170634-63984516"	61813883
"TCGA-QR-A6H2-01"	"TCGA-PCPG"	0.82	12.5831149327517	2	"chr3:2170634-167979887"	165809254
"TCGA-WB-A81A-01"	"TCGA-PCPG"	0.89	11.9058288616183	2	"chr3:46673894-52790411"	6116518
"TCGA-WB-A81J-01"	"TCGA-PCPG"	0.95	12.3248740098071	2	"chr3:2170634-197812401"	195641768
"TCGA-RW-A684-01"	"TCGA-PCPG"	0.78	12.2090550756678	2	"chr3:7761018-77256834"	69495817
"TCGA-WB-A80P-01"	"TCGA-PCPG"	0.77	11.6923266106843	2	"chr3:37120525-71748038"	34627514
"TCGA-RW-A68G-01"	"TCGA-PCPG"	0.71	12.0605904620789	2	"chr3:2170634-65890443"	63719810
"TCGA-RW-A68D-01"	"TCGA-PCPG"	0.81	12.0857803662357	2	"chr3:2170634-64768262"	62597629
"TCGA-WB-A81R-01"	"TCGA-PCPG"	0.86	12.103448704603	2	"chr3:48934918-104845488"	55910571
"TCGA-SR-A6N0-01"	"TCGA-PCPG"	0.51	12.1432767215518	2	"chr3:29576878-74066147"	44489270
"TCGA-WB-A80M-01"	"TCGA-PCPG"	0.93	12.5193838886008	2	"chr3:2170634-61487212"	59316579
"TCGA-QR-A6H6-01"	"TCGA-PCPG"	0.74	12.0376182591854	2	"chr3:2170634-90316083"	88145450
"TCGA-QR-A70H-01"	"TCGA-PCPG"	0.84	12.0261085684035	2	"chr3:2170634-197812401"	195641768
"TCGA-S7-A7WR-01"	"TCGA-PCPG"	0.82	11.3421989712473	1	"chr3:51809907-75198944"	23389038
"TCGA-QR-A707-01"	"TCGA-PCPG"	NA	11.987922915679	NA	"chr3:49365526-52580336"	3214811
"TCGA-WB-A80L-01"	"TCGA-PCPG"	0.8	12.027808110812	2	"chr3:45408457-59525960"	14117504
"TCGA-P8-A5KD-01"	"TCGA-PCPG"	0.78	12.0955490975109	2	"chr3:2170634-94015345"	91844712
"TCGA-QR-A70X-01"	"TCGA-PCPG"	0.57	11.7285284020912	2	"chr3:35358369-80122251"	44763883
"TCGA-WB-A80K-01"	"TCGA-PCPG"	0.66	12.5285429554333	2	"chr3:32569629-53790109"	21220481
"TCGA-S7-A7WO-01"	"TCGA-PCPG"	0.5	12.3862335624173	2	"chr3:2170634-197812401"	195641768
"TCGA-RW-A680-01"	"TCGA-PCPG"	0.71	11.2282069600334	1	"chr3:2170634-134065875"	131895242
"TCGA-W2-A7HH-01"	"TCGA-PCPG"	0.67	12.0895380503475	2	"chr3:11844575-197812401"	185967827
"TCGA-SP-A6QI-01"	"TCGA-PCPG"	0.87	11.750282133068	2	"chr3:2170634-91462299"	89291666
"TCGA-RM-A68W-01"	"TCGA-PCPG"	0.61	12.2424276366058	2	"chr3:47217775-89773391"	42555617
"TCGA-S7-A7WN-01"	"TCGA-PCPG"	0.73	12.2336623367444	2	"chr3:2170634-73950562"	71779929
"TCGA-S7-A7WL-01"	"TCGA-PCPG"	0.82	11.2078545459603	2	"chr3:20436165-197812401"	177376237
"TCGA-2J-AABI-01"	"TCGA-PAAD"	0.72	12.1057507218421	1	"chr3:47028295-52796993"	5768699
"TCGA-XD-AAUI-01"	"TCGA-PAAD"	0.19	11.9476809193858	2	"chr3:2170634-84737054"	82566421
"TCGA-HZ-7920-01"	"TCGA-PAAD"	0.19	11.5237340982121	2	"chr3:2170634-197812401"	195641768
"TCGA-IB-AAUN-01"	"TCGA-PAAD"	0.58	11.7656857178165	2	"chr3:42759286-54467059"	11707774
"TCGA-IB-7647-01"	"TCGA-PAAD"	0.23	11.2650388240908	1	"chr3:2170634-82012557"	79841924
"TCGA-IB-AAUV-01"	"TCGA-PAAD"	NA	11.9432134001217	NA	"chr3:2170634-197812401"	195641768
"TCGA-FB-AAPY-01"	"TCGA-PAAD"	0.27	11.7018086291546	1	"chr3:2170634-89664973"	87494340
"TCGA-Q3-AA2A-01"	"TCGA-PAAD"	0.56	11.8222300691461	2	"chr3:2170634-74313753"	72143120
"TCGA-RB-A7B8-01"	"TCGA-PAAD"	0.33	11.8294528870952	2	"chr3:50714212-67968211"	17254000
"TCGA-FB-A545-01"	"TCGA-PAAD"	0.52	12.1356758244927	3	"chr3:45654066-55821948"	10167883
"TCGA-2J-AABR-01"	"TCGA-PAAD"	NA	11.8404892008065	NA	"chr3:2170634-169893487"	167722854
"TCGA-IB-AAUO-01"	"TCGA-PAAD"	0.34	11.2742209406932	1	"chr3:44449350-59652761"	15203412
"TCGA-3A-A9I7-01"	"TCGA-PAAD"	0.18	11.8281151288812	1	"chr3:31933829-90345433"	58411605
"TCGA-3A-A9IN-01"	"TCGA-PAAD"	0.69	11.953303734253	1	"chr3:28883396-197812401"	168929006
"TCGA-IB-A5SS-01"	"TCGA-PAAD"	0.47	11.9314625582385	2	"chr3:12767721-74550054"	61782334
"TCGA-2L-AAQA-01"	"TCGA-PAAD"	0.63	11.4309997855141	2	"chr3:40967765-54911649"	13943885
"TCGA-FZ-5919-01"	"TCGA-PAAD"	0.27	NA	2	"chr3:2170634-197812401"	195641768
"TCGA-FB-AAQ6-01"	"TCGA-PAAD"	0.65	11.1269987825083	1	"chr3:45971809-79317390"	33345582
"TCGA-HZ-8519-01"	"TCGA-PAAD"	0.41	11.2340944801482	2	"chr3:2170634-94359146"	92188513
"TCGA-IB-7885-01"	"TCGA-PAAD"	0.18	11.721282890252	2	"chr3:2170634-89292561"	87121928
"TCGA-S4-A8RO-01"	"TCGA-PAAD"	0.69	11.6328484283645	2	"chr3:42301916-53978555"	11676640
"TCGA-IB-A5ST-01"	"TCGA-PAAD"	1	11.8233434709211	2	"chr3:2170634-121747596"	119576963
"TCGA-IB-A7LX-01"	"TCGA-PAAD"	0.72	11.7438819611318	1	"chr3:2170634-116485454"	114314821
"TCGA-US-A779-01"	"TCGA-PAAD"	0.48	12.2674942960826	2	"chr3:2170634-78710012"	76539379
"TCGA-2L-AAQE-01"	"TCGA-PAAD"	0.38	12.3108639986185	4	"chr3:2170634-197812401"	195641768
"TCGA-2J-AABK-01"	"TCGA-PAAD"	NA	11.291631100584	NA	"chr3:27292453-90453712"	63161260
"TCGA-FZ-5926-01"	"TCGA-PAAD"	0.08	NA	4	"chr3:2170634-91462299"	89291666
"TCGA-PZ-A5RE-01"	"TCGA-PAAD"	0.51	11.9899815726117	2	"chr3:2170634-197812401"	195641768
"TCGA-IB-AAUM-01"	"TCGA-PAAD"	1	11.8316970746453	2	"chr3:2170634-126211306"	124040673
"TCGA-IB-A7M4-01"	"TCGA-PAAD"	0.48	12.1995414221819	2	"chr3:2170634-74450876"	72280243
"TCGA-RL-AAAS-01"	"TCGA-PAAD"	NA	11.6637301672917	NA	"chr3:2170634-82838371"	80667738
"TCGA-IB-A6UG-01"	"TCGA-PAAD"	0.22	11.9961551780029	4	"chr3:2170634-197812401"	195641768
"TCGA-3A-A9IU-01"	"TCGA-PAAD"	0.59	11.7661912634431	2	"chr3:2170634-107768368"	105597735
"TCGA-HV-AA8X-01"	"TCGA-PAAD"	0.65	11.1803283044785	1	"chr3:14881723-78231189"	63349467
"TCGA-3E-AAAY-01"	"TCGA-PAAD"	NA	11.4554288855263	NA	"chr3:2170634-88537497"	86366864
"TCGA-2J-AABA-01"	"TCGA-PAAD"	0.34	11.7193845958088	2	"chr3:2170634-197812401"	195641768
"TCGA-2J-AABV-01"	"TCGA-PAAD"	0.26	12.1908796590341	2	"chr3:2170634-106039340"	103868707
"TCGA-HV-A5A3-01"	"TCGA-PAAD"	0.62	12.1584100817774	2	"chr3:2170634-120596197"	118425564
"TCGA-IB-7886-01"	"TCGA-PAAD"	0.51	11.2905714129598	2	"chr3:14518433-122991970"	108473538
"TCGA-HV-A5A4-01"	"TCGA-PAAD"	0.57	12.035548768755	2	"chr3:2170634-197812401"	195641768
"TCGA-IB-AAUQ-01"	"TCGA-PAAD"	0.26	11.621046520999	2	"chr3:30151286-197812401"	167661116
"TCGA-HZ-7919-01"	"TCGA-PAAD"	0.4	11.7627281488444	2	"chr3:2170634-197812401"	195641768
"TCGA-FZ-5921-01"	"TCGA-PAAD"	0.24	NA	2	"chr3:42833217-63092803"	20259587
"TCGA-S4-A8RM-01"	"TCGA-PAAD"	0.64	11.8010304637889	2	"chr3:25704534-106719191"	81014658
"TCGA-IB-7651-01"	"TCGA-PAAD"	0.39	12.0027939884595	2	"chr3:2170634-58109831"	55939198
"TCGA-IB-AAUU-01"	"TCGA-PAAD"	0.39	11.3522588595987	2	"chr3:42176371-87686348"	45509978
"TCGA-2L-AAQM-01"	"TCGA-PAAD"	0.87	11.6698255137244	2	"chr3:6107327-76012576"	69905250
"TCGA-2J-AABE-01"	"TCGA-PAAD"	0.42	11.9243138428253	2	"chr3:3343525-73529317"	70185793
"TCGA-3A-A9IB-01"	"TCGA-PAAD"	0.4	11.5129881040742	1	"chr3:50368578-53024632"	2656055
"TCGA-F2-6880-01"	"TCGA-PAAD"	0.22	12.0498251438414	2	"chr3:2170634-197812401"	195641768
"TCGA-XN-A8T5-01"	"TCGA-PAAD"	0.93	11.6851873100133	2	"chr3:34084216-97658366"	63574151
"TCGA-US-A77G-01"	"TCGA-PAAD"	0.43	11.8060895612854	2	"chr3:2170634-197812401"	195641768
"TCGA-3A-A9IZ-01"	"TCGA-PAAD"	0.58	11.480089119622	2	"chr3:35905882-61521094"	25615213
"TCGA-XD-AAUL-01"	"TCGA-PAAD"	0.35	12.1145852530928	2	"chr3:2170634-146133204"	143962571
"TCGA-2L-AAQJ-01"	"TCGA-PAAD"	0.47	11.4855793977837	1	"chr3:2170634-87625088"	85454455
"TCGA-IB-7897-01"	"TCGA-PAAD"	0.95	11.2128167721619	2	"chr3:2170634-65928826"	63758193
"TCGA-HZ-8315-01"	"TCGA-PAAD"	0.28	11.4620120822085	2	"chr3:2170634-197812401"	195641768
"TCGA-HZ-8636-01"	"TCGA-PAAD"	0.5	11.7026220944799	2	"chr3:2170634-65372829"	63202196
"TCGA-IB-7893-01"	"TCGA-PAAD"	0.22	11.8810089488064	4	"chr3:2170634-197812401"	195641768
"TCGA-US-A774-01"	"TCGA-PAAD"	0.22	11.9868129160616	2	"chr3:7068407-87138884"	80070478
"TCGA-IB-8127-01"	"TCGA-PAAD"	0.35	11.4254452718837	3	"chr3:2234819-81982137"	79747319
"TCGA-HV-AA8V-01"	"TCGA-PAAD"	NA	12.1325548009506	NA	"chr3:34792081-62681587"	27889507
"TCGA-3A-A9IH-01"	"TCGA-PAAD"	0.88	11.812902389547	2	"chr3:2170634-197812401"	195641768
"TCGA-FB-AAPP-01"	"TCGA-PAAD"	0.82	11.7250728597859	3	"chr3:41761797-53408880"	11647084
"TCGA-HZ-7289-01"	"TCGA-PAAD"	0.57	12.0688942944991	4	"chr3:12977485-197812401"	184834917
"TCGA-HZ-A49H-01"	"TCGA-PAAD"	1	11.8253133743896	2	"chr3:3343525-197812401"	194468877
"TCGA-Q3-A5QY-01"	"TCGA-PAAD"	0.4	11.9327105946813	2	"chr3:2170634-85909234"	83738601
"TCGA-IB-7644-01"	"TCGA-PAAD"	0.48	11.470346253324	4	"chr3:2170634-197812401"	195641768
"TCGA-IB-7652-01"	"TCGA-PAAD"	0.37	11.5727896728663	2	"chr3:43267882-68413984"	25146103
"TCGA-IB-AAUW-01"	"TCGA-PAAD"	NA	11.478319356201	NA	"chr3:5419128-197812401"	192393274
"TCGA-HV-A5A5-01"	"TCGA-PAAD"	NA	11.7850091311894	NA	"chr3:47648725-59698912"	12050188
"TCGA-3A-A9IV-01"	"TCGA-PAAD"	0.85	11.6584682025292	2	"chr3:2170634-55536924"	53366291
"TCGA-2L-AAQL-01"	"TCGA-PAAD"	0.24	11.5308561510575	2	"chr3:13503025-54545024"	41042000
"TCGA-F2-A7TX-01"	"TCGA-PAAD"	0.33	11.3935031101653	1	"chr3:21735914-91462299"	69726386
"TCGA-F2-A44G-01"	"TCGA-PAAD"	0.32	11.8914451060366	2	"chr3:2170634-182974658"	180804025
"TCGA-HZ-8005-01"	"TCGA-PAAD"	0.29	12.0831897982265	3	"chr3:32947463-77404977"	44457515
"TCGA-3A-A9IL-01"	"TCGA-PAAD"	0.83	11.9059213316768	3	"chr3:2170634-74283089"	72112456
"TCGA-HZ-A49I-01"	"TCGA-PAAD"	0.34	11.6546504312173	2	"chr3:2170634-197812401"	195641768
"TCGA-HZ-7926-01"	"TCGA-PAAD"	NA	11.6340587286934	NA	"chr3:2170634-55054197"	52883564
"TCGA-HZ-A4BH-01"	"TCGA-PAAD"	0.32	11.8815592774621	2	"chr3:2170634-144317441"	142146808
"TCGA-2J-AAB8-01"	"TCGA-PAAD"	0.29	11.5564497886253	1	"chr3:41693201-69616151"	27922951
"TCGA-LB-A9Q5-01"	"TCGA-PAAD"	NA	11.8346250129289	NA	"chr3:2170634-197812401"	195641768
"TCGA-IB-7889-01"	"TCGA-PAAD"	0.19	11.7847897771114	2	"chr3:2170634-197812401"	195641768
"TCGA-2J-AAB4-01"	"TCGA-PAAD"	0.3	11.6379558880761	2	"chr3:2170634-197812401"	195641768
"TCGA-3A-A9I9-01"	"TCGA-PAAD"	0.32	11.6739149274443	2	"chr3:47534078-53646023"	6111946
"TCGA-US-A77J-01"	"TCGA-PAAD"	NA	11.9676027835458	NA	"chr3:2170634-197812401"	195641768
"TCGA-H8-A6C1-01"	"TCGA-PAAD"	0.42	11.3631813542996	1	"chr3:49812620-73049572"	23236953
"TCGA-2J-AABT-01"	"TCGA-PAAD"	0.23	12.060158787955	2	"chr3:2170634-197812401"	195641768
"TCGA-FB-A5VM-01"	"TCGA-PAAD"	0.28	11.8029799330371	1	"chr3:46696489-61040294"	14343806
"TCGA-HV-A5A6-01"	"TCGA-PAAD"	0.48	12.1651506712601	4	"chr3:14193785-131731474"	117537690
"TCGA-IB-8126-01"	"TCGA-PAAD"	0.89	11.6131239847342	2	"chr3:2170634-62307213"	60136580
"TCGA-HZ-A49G-01"	"TCGA-PAAD"	1	11.5802459969806	2	"chr3:51410730-81842721"	30431992
"TCGA-OE-A75W-01"	"TCGA-PAAD"	0.58	11.8328121257761	2	"chr3:2170634-64286973"	62116340
"TCGA-HZ-8002-01"	"TCGA-PAAD"	0.36	11.6461895492	2	"chr3:30151286-197812401"	167661116
"TCGA-F2-7273-01"	"TCGA-PAAD"	0.92	11.8432183183967	2	"chr3:2170634-197812401"	195641768
"TCGA-IB-A5SQ-01"	"TCGA-PAAD"	0.96	11.8202413334982	2	"chr3:2170634-61487212"	59316579
"TCGA-FZ-5924-01"	"TCGA-PAAD"	0.35	NA	2	"chr3:2170634-79801670"	77631037
"TCGA-YH-A8SY-01"	"TCGA-PAAD"	0.36	11.8607920833992	1	"chr3:13963201-68453123"	54489923
"TCGA-HZ-A4BK-01"	"TCGA-PAAD"	0.19	11.6275455342675	2	"chr3:9730156-83634932"	73904777
"TCGA-IB-7890-01"	"TCGA-PAAD"	0.37	11.8431732256523	2	"chr3:2170634-82216122"	80045489
"TCGA-HZ-8001-01"	"TCGA-PAAD"	NA	11.7709433771517	NA	"chr3:2170634-57964424"	55793791
"TCGA-HZ-7923-01"	"TCGA-PAAD"	NA	11.4100198167615	NA	"chr3:2170634-197812401"	195641768
"TCGA-IB-A6UF-01"	"TCGA-PAAD"	0.6	12.1421007462992	2	"chr3:46680029-53517875"	6837847
"TCGA-F2-A44H-01"	"TCGA-PAAD"	0.25	11.7541631631831	1	"chr3:2170634-89000728"	86830095
"TCGA-LB-A7SX-01"	"TCGA-PAAD"	0.64	11.4905577727707	1	"chr3:25391108-57856502"	32465395
"TCGA-3A-A9IR-01"	"TCGA-PAAD"	0.96	11.7216708132063	2	"chr3:10308287-86572281"	76263995
"TCGA-FB-AAQ3-01"	"TCGA-PAAD"	0.4	11.2223419583253	2	"chr3:2170634-197812401"	195641768
"TCGA-HZ-A77P-01"	"TCGA-PAAD"	0.22	11.8953202656183	2	"chr3:3374130-197812401"	194438272
"TCGA-US-A77E-01"	"TCGA-PAAD"	0.39	11.9314744203396	2	"chr3:30649256-98677131"	68027876
"TCGA-HV-A7OP-01"	"TCGA-PAAD"	0.81	13.1434738567259	4	"chr3:2170634-197812401"	195641768
"TCGA-F2-A8YN-01"	"TCGA-PAAD"	0.58	11.9801292503985	2	"chr3:2170634-197812401"	195641768
"TCGA-3A-A9IJ-01"	"TCGA-PAAD"	0.73	11.9350561160746	2	"chr3:2170634-197812401"	195641768
"TCGA-HZ-7918-01"	"TCGA-PAAD"	0.31	11.6277047128869	2	"chr3:50063709-82154869"	32091161
"TCGA-IB-7654-01"	"TCGA-PAAD"	NA	11.9624159456142	NA	"chr3:51702723-65259368"	13556646
"TCGA-IB-AAUR-01"	"TCGA-PAAD"	0.95	11.95964909656	2	"chr3:2170634-63586826"	61416193
"TCGA-3A-A9IC-01"	"TCGA-PAAD"	0.39	11.822715730804	1	"chr3:14423300-79921078"	65497779
"TCGA-HZ-8003-01"	"TCGA-PAAD"	NA	11.6602649917981	NA	"chr3:45772602-90376841"	44604240
"TCGA-IB-AAUS-01"	"TCGA-PAAD"	1	11.8601839713054	2	"chr3:2170634-94163906"	91993273
"TCGA-Z5-AAPL-01"	"TCGA-PAAD"	NA	11.8125007320275	NA	"chr3:2170634-61141148"	58970515
"TCGA-HZ-7922-01"	"TCGA-PAAD"	0.38	11.6096600212753	2	"chr3:2170634-90037652"	87867019
"TCGA-2J-AAB6-01"	"TCGA-PAAD"	0.54	12.1510321880917	3	"chr3:50819337-59476587"	8657251
"TCGA-FB-AAPU-01"	"TCGA-PAAD"	0.72	11.6416014877612	2	"chr3:50009136-61961695"	11952560
"TCGA-2J-AAB1-01"	"TCGA-PAAD"	0.4	11.6628343249899	2	"chr3:39977375-197812401"	157835027
"TCGA-H6-A45N-01"	"TCGA-PAAD"	0.33	11.7886598045134	2	"chr3:2170634-90224641"	88054008
"TCGA-IB-7645-01"	"TCGA-PAAD"	1	11.4378092819873	2	"chr3:2170634-94298757"	92128124
"TCGA-H6-8124-01"	"TCGA-PAAD"	0.71	11.5670297147136	2	"chr3:2170634-197812401"	195641768
"TCGA-FZ-5923-01"	"TCGA-PAAD"	0.26	NA	2	"chr3:2170634-89663812"	87493179
"TCGA-FB-AAQ0-01"	"TCGA-PAAD"	0.68	11.7003457866495	2	"chr3:44157357-53796740"	9639384
"TCGA-2J-AABF-01"	"TCGA-PAAD"	0.32	11.617084932425	1	"chr3:2170634-59652761"	57482128
"TCGA-IB-AAUT-01"	"TCGA-PAAD"	1	11.7083707102688	2	"chr3:20830890-197812401"	176981512
"TCGA-F2-6879-01"	"TCGA-PAAD"	0.68	11.8312090008482	2	"chr3:47632439-53728994"	6096556
"TCGA-FB-A4P6-01"	"TCGA-PAAD"	NA	11.7444916193386	NA	NA	NA
"TCGA-HZ-A9TJ-01"	"TCGA-PAAD"	0.53	11.6973782304812	4	"chr3:45567583-52579318"	7011736
"TCGA-3A-A9IX-01"	"TCGA-PAAD"	0.19	11.734369227333	2	"chr3:2170634-197812401"	195641768
"TCGA-HZ-A8P0-01"	"TCGA-PAAD"	0.38	11.744193331144	2	"chr3:2170634-123574134"	121403501
"TCGA-3A-A9I5-01"	"TCGA-PAAD"	0.33	11.4090002543538	1	"chr3:2170634-89475850"	87305217
"TCGA-3E-AAAZ-01"	"TCGA-PAAD"	0.4	11.6827677208745	2	"chr3:42640008-59661597"	17021590
"TCGA-RB-AA9M-01"	"TCGA-PAAD"	NA	11.4597942160398	NA	"chr3:2170634-90436486"	88265853
"TCGA-FZ-5920-01"	"TCGA-PAAD"	0.25	NA	3	"chr3:35295621-56567468"	21271848
"TCGA-2L-AAQI-01"	"TCGA-PAAD"	0.31	11.5364870038153	1	"chr3:2170634-191654050"	189483417
"TCGA-HZ-8317-01"	"TCGA-PAAD"	0.5	11.5077869807887	2	"chr3:2170634-197812401"	195641768
"TCGA-3A-A9J0-01"	"TCGA-PAAD"	0.48	12.5090009022818	4	"chr3:36707369-53519218"	16811850
"TCGA-2J-AABP-01"	"TCGA-PAAD"	0.55	12.603946934067	2	"chr3:47016934-62574486"	15557553
"TCGA-FZ-5922-01"	"TCGA-PAAD"	0.38	NA	1	"chr3:43964842-87756032"	43791191
"TCGA-2J-AAB9-01"	"TCGA-PAAD"	0.33	11.8733786504588	2	"chr3:28290529-101092274"	72801746
"TCGA-HZ-7924-01"	"TCGA-PAAD"	0.22	11.5775304373839	2	"chr3:2170634-197812401"	195641768
"TCGA-FB-A4P5-01"	"TCGA-PAAD"	0.23	11.9802539108734	2	"chr3:2170634-197812401"	195641768
"TCGA-XD-AAUH-01"	"TCGA-PAAD"	NA	11.6879963478691	NA	"chr3:2170634-197812401"	195641768
"TCGA-YB-A89D-01"	"TCGA-PAAD"	0.25	11.4691184357941	3	"chr3:2170634-94256752"	92086119
"TCGA-IB-A5SP-01"	"TCGA-PAAD"	0.77	11.6451215615305	2	"chr3:2170634-76547919"	74377286
"TCGA-2J-AABH-01"	"TCGA-PAAD"	0.5	11.8700478006806	2	"chr3:2170634-73877146"	71706513
"TCGA-IB-A5SO-01"	"TCGA-PAAD"	0.63	11.7045847624213	2	"chr3:47886252-62032928"	14146677
"TCGA-IB-7891-01"	"TCGA-PAAD"	0.23	11.5786271648443	4	"chr3:28431463-197812401"	169380939
"TCGA-S4-A8RP-01"	"TCGA-PAAD"	0.51	11.7684954741198	2	"chr3:2170634-197812401"	195641768
"TCGA-HZ-A77Q-01"	"TCGA-PAAD"	0.24	11.9795100465319	2	"chr3:2170634-169043189"	166872556
"TCGA-3A-A9IS-01"	"TCGA-PAAD"	0.99	11.7423510873413	3	"chr3:36461046-61088556"	24627511
"TCGA-IB-7646-01"	"TCGA-PAAD"	0.37	11.2409528787171	2	"chr3:30778273-52421208"	21642936
"TCGA-US-A776-01"	"TCGA-PAAD"	0.89	11.501052214581	2	"chr3:24582389-54370261"	29787873
"TCGA-FB-A7DR-01"	"TCGA-PAAD"	0.22	11.983729263129	1	"chr3:2170634-73069406"	70898773
"TCGA-XN-A8T3-01"	"TCGA-PAAD"	0.19	12.108684901401	4	"chr3:2170634-197812401"	195641768
"TCGA-F2-7276-01"	"TCGA-PAAD"	0.23	11.7243519432272	2	"chr3:2170634-197812401"	195641768
"TCGA-IB-7649-01"	"TCGA-PAAD"	0.2	11.4386340157503	2	"chr3:2170634-197812401"	195641768
"TCGA-FB-AAPQ-01"	"TCGA-PAAD"	0.48	11.1470780767177	1	"chr3:2170634-90453712"	88283079
"TCGA-YY-A8LH-01"	"TCGA-PAAD"	0.71	11.49226562465	1	"chr3:44686237-53397361"	8711125
"TCGA-FB-AAPZ-01"	"TCGA-PAAD"	0.71	11.7117761134763	2	"chr3:44972982-53400742"	8427761
"TCGA-FB-AAQ2-01"	"TCGA-PAAD"	0.33	11.8508253922852	4	"chr3:47967770-78471919"	30504150
