"tcga_id"	"cohort"	"purity"	"log2_bap1"	"low_expresser"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"	"altered_status"	"alteration_type"
"TCGA-G4-6297-01"	"TCGA-COAD"	0.48	11.5735568222233	FALSE	3	"chr3:2170634-94064573"	91893940	"unaltered"	"unaltered"
"TCGA-NH-A8F7-01"	"TCGA-COAD"	0.87	11.758873824773	FALSE	3	"chr3:46069713-53424675"	7354963	"unaltered"	"unaltered"
"TCGA-D5-6929-01"	"TCGA-COAD"	0.48	10.8834590998439	TRUE	2	"chr3:36094469-114755971"	78661503	"unaltered"	"unaltered"
"TCGA-AZ-6607-01"	"TCGA-COAD"	0.52	11.450566050597	FALSE	3	"chr3:17819167-59705967"	41886801	"unaltered"	"unaltered"
"TCGA-CA-5796-01"	"TCGA-COAD"	0.84	11.0517749984955	TRUE	2	"chr3:2170634-124634136"	122463503	"unaltered"	"unaltered"
"TCGA-AA-3494-01"	"TCGA-COAD"	0.74	11.6814163398935	FALSE	3	"chr3:9243695-106051135"	96807441	"unaltered"	"unaltered"
"TCGA-AA-A02H-01"	"TCGA-COAD"	0.73	10.6499525306449	TRUE	2	"chr3:42334395-59719409"	17385015	"unaltered"	"unaltered"
"TCGA-AY-4070-01"	"TCGA-COAD"	0.31	11.228552043359	FALSE	3	"chr3:44915368-82151318"	37235951	"unaltered"	"unaltered"
"TCGA-A6-6650-01"	"TCGA-COAD"	0.78	10.1575911883476	TRUE	3	"chr3:31719246-55172343"	23453098	"unaltered"	"unaltered"
"TCGA-AA-3488-01"	"TCGA-COAD"	0.82	11.7037197788244	FALSE	2	"chr3:45834830-52930833"	7096004	"unaltered"	"unaltered"
"TCGA-AZ-4681-01"	"TCGA-COAD"	0.88	NA	FALSE	2	"chr3:35672309-58335257"	22662949	"unaltered"	"unaltered"
"TCGA-AA-3852-01"	"TCGA-COAD"	0.65	11.3787167701811	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-G4-6302-01"	"TCGA-COAD"	0.21	11.504070539821	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-A6-A56B-01"	"TCGA-COAD"	0.72	11.722430801759	FALSE	3	"chr3:37367153-61129043"	23761891	"unaltered"	"unaltered"
"TCGA-CK-6747-01"	"TCGA-COAD"	0.8	11.4602962827773	FALSE	2	"chr3:2170634-167151420"	164980787	"unaltered"	"unaltered"
"TCGA-G4-6586-01"	"TCGA-COAD"	0.66	11.8473588112475	FALSE	2	"chr3:40458376-58587807"	18129432	"unaltered"	"unaltered"
"TCGA-DM-A0X9-01"	"TCGA-COAD"	0.77	11.1093373243117	FALSE	2	"chr3:2170634-59720118"	57549485	"unaltered"	"unaltered"
"TCGA-AA-A02R-01"	"TCGA-COAD"	0.66	12.0918968775929	FALSE	2	"chr3:2170634-59530093"	57359460	"unaltered"	"unaltered"
"TCGA-CM-6679-01"	"TCGA-COAD"	0.39	11.8876091731423	FALSE	6	"chr3:2170634-76670033"	74499400	"unaltered"	"unaltered"
"TCGA-A6-2682-01"	"TCGA-COAD"	NA	11.1054329571276	FALSE	4	"chr3:2170634-116463394"	114292761	"unaltered"	"unaltered"
"TCGA-AZ-6601-01"	"TCGA-COAD"	0.46	11.2877463928499	FALSE	2	"chr3:2170634-63520063"	61349430	"unaltered"	"unaltered"
"TCGA-AA-3841-01"	"TCGA-COAD"	0.65	12.6362665894275	FALSE	3	"chr3:23951244-54847256"	30896013	"unaltered"	"unaltered"
"TCGA-WS-AB45-01"	"TCGA-COAD"	0.24	11.6238633554028	FALSE	2	"chr3:31262500-59715704"	28453205	"unaltered"	"unaltered"
"TCGA-AA-3509-01"	"TCGA-COAD"	NA	11.0756985988445	TRUE	NA	NA	NA	NA	NA
"TCGA-AA-3939-01"	"TCGA-COAD"	NA	10.6084415634946	TRUE	NA	"chr3:2170634-197812401"	195641768	NA	NA
"TCGA-AA-3941-01"	"TCGA-COAD"	0.82	11.2130677771695	FALSE	3	"chr3:41260043-59123439"	17863397	"unaltered"	"unaltered"
"TCGA-AA-3502-01"	"TCGA-COAD"	0.81	11.2634968166919	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-AZ-6605-01"	"TCGA-COAD"	0.27	11.5805383329026	FALSE	4	"chr3:29184956-124303376"	95118421	"unaltered"	"unaltered"
"TCGA-DM-A1D4-01"	"TCGA-COAD"	0.81	11.4809086609116	FALSE	2	"chr3:29638902-54824666"	25185765	"unaltered"	"unaltered"
"TCGA-AZ-5403-01"	"TCGA-COAD"	0.38	11.089132368694	TRUE	3	"chr3:2170634-74297258"	72126625	"unaltered"	"unaltered"
"TCGA-DM-A28E-01"	"TCGA-COAD"	0.92	11.6131896209306	FALSE	2	"chr3:2170634-74624686"	72454053	"unaltered"	"unaltered"
"TCGA-A6-3809-01"	"TCGA-COAD"	0.62	9.06413253703593	TRUE	2	"chr3:29640367-123957409"	94317043	"unaltered"	"unaltered"
"TCGA-AA-3967-01"	"TCGA-COAD"	NA	NA	FALSE	NA	NA	NA	NA	NA
"TCGA-AA-A01I-01"	"TCGA-COAD"	0.72	10.6394911147887	TRUE	2	"chr3:30151286-197812401"	167661116	"unaltered"	"unaltered"
"TCGA-A6-6780-01"	"TCGA-COAD"	0.69	8.66808634232578	TRUE	2	"chr3:2170634-54896566"	52725933	"unaltered"	"unaltered"
"TCGA-CK-6748-01"	"TCGA-COAD"	0.72	10.8626093153257	TRUE	2	"chr3:43282875-53673835"	10390961	"unaltered"	"unaltered"
"TCGA-CM-6163-01"	"TCGA-COAD"	0.47	11.0377898086906	TRUE	2	"chr3:46402252-53534890"	7132639	"unaltered"	"unaltered"
"TCGA-4N-A93T-01"	"TCGA-COAD"	0.85	11.5903864248991	FALSE	2	"chr3:28630927-174472797"	145841871	"unaltered"	"unaltered"
"TCGA-D5-5541-01"	"TCGA-COAD"	0.78	11.2577152614326	FALSE	2	"chr3:24103593-61204720"	37101128	"unaltered"	"unaltered"
"TCGA-A6-4105-01"	"TCGA-COAD"	0.55	11.0242882070669	TRUE	2	"chr3:46403051-53067810"	6664760	"unaltered"	"unaltered"
"TCGA-A6-5662-01"	"TCGA-COAD"	0.95	11.5457492921533	FALSE	2	"chr3:29691472-67577970"	37886499	"unaltered"	"unaltered"
"TCGA-CM-5861-01"	"TCGA-COAD"	0.74	10.9766169810791	TRUE	2	"chr3:2170634-174928813"	172758180	"unaltered"	"unaltered"
"TCGA-DM-A285-01"	"TCGA-COAD"	0.71	11.4860649474291	FALSE	2	"chr3:46838512-53434743"	6596232	"unaltered"	"unaltered"
"TCGA-CA-6719-01"	"TCGA-COAD"	0.57	11.3749684474843	FALSE	3	"chr3:38172414-53857660"	15685247	"unaltered"	"unaltered"
"TCGA-NH-A50U-01"	"TCGA-COAD"	0.83	11.6498744854288	FALSE	3	"chr3:29215992-65705605"	36489614	"unaltered"	"unaltered"
"TCGA-F4-6459-01"	"TCGA-COAD"	0.63	11.0359778322774	TRUE	2	"chr3:36402253-69484141"	33081889	"unaltered"	"unaltered"
"TCGA-D5-6538-01"	"TCGA-COAD"	0.92	11.5267804777008	FALSE	3	"chr3:47867275-54440931"	6573657	"unaltered"	"unaltered"
"TCGA-D5-6535-01"	"TCGA-COAD"	0.61	10.881944371424	TRUE	2	"chr3:51293578-59720118"	8426541	"unaltered"	"unaltered"
"TCGA-AA-A02Y-01"	"TCGA-COAD"	0.75	11.4377475288923	FALSE	2	"chr3:23665719-197812401"	174146683	"unaltered"	"unaltered"
"TCGA-5M-AATE-01"	"TCGA-COAD"	0.65	11.5718011314231	FALSE	4	"chr3:43179004-62195173"	19016170	"unaltered"	"unaltered"
"TCGA-DM-A0XD-01"	"TCGA-COAD"	0.66	11.5897106495198	FALSE	2	"chr3:2170634-141339845"	139169212	"unaltered"	"unaltered"
"TCGA-4T-AA8H-01"	"TCGA-COAD"	0.72	11.2643341473687	FALSE	4	"chr3:2170634-61089926"	58919293	"unaltered"	"unaltered"
"TCGA-CK-6746-01"	"TCGA-COAD"	0.85	11.5609060496148	FALSE	2	"chr3:44402917-54545886"	10142970	"unaltered"	"unaltered"
"TCGA-AA-A01K-01"	"TCGA-COAD"	0.54	10.9225614058128	TRUE	1	"chr3:2170634-87130775"	84960142	"altered"	"copynumber"
"TCGA-D5-6927-01"	"TCGA-COAD"	0.49	11.4454192295063	FALSE	2	"chr3:29385230-167795042"	138409813	"unaltered"	"unaltered"
"TCGA-CM-6677-01"	"TCGA-COAD"	0.49	11.0359342009156	TRUE	3	"chr3:19567047-59720118"	40153072	"unaltered"	"unaltered"
"TCGA-AZ-6598-01"	"TCGA-COAD"	0.86	11.0917817117376	TRUE	2	"chr3:26722068-54738414"	28016347	"unaltered"	"unaltered"
"TCGA-5M-AATA-01"	"TCGA-COAD"	0.43	11.7059259983148	FALSE	4	"chr3:2170634-71062391"	68891758	"unaltered"	"unaltered"
"TCGA-AA-3696-01"	"TCGA-COAD"	0.83	12.1449926559056	FALSE	2	"chr3:46287787-54190815"	7903029	"unaltered"	"unaltered"
"TCGA-G4-6298-01"	"TCGA-COAD"	0.6	11.5684589469322	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-AA-3681-01"	"TCGA-COAD"	0.57	11.3414421458896	FALSE	2	"chr3:36556409-75869718"	39313310	"unaltered"	"unaltered"
"TCGA-D5-6532-01"	"TCGA-COAD"	0.78	11.9031914461259	FALSE	2	"chr3:42390718-59621567"	17230850	"unaltered"	"unaltered"
"TCGA-AY-A69D-01"	"TCGA-COAD"	0.63	11.0916452485158	TRUE	2	"chr3:42902709-56208773"	13306065	"unaltered"	"unaltered"
"TCGA-D5-5537-01"	"TCGA-COAD"	0.71	11.4617566451493	FALSE	3	"chr3:44568966-53384990"	8816025	"unaltered"	"unaltered"
"TCGA-AA-A017-01"	"TCGA-COAD"	0.58	11.0155159211113	TRUE	1	"chr3:45343141-53628591"	8285451	"altered"	"copynumber"
"TCGA-AA-3979-01"	"TCGA-COAD"	0.92	10.5074678611409	TRUE	1	"chr3:32378874-67582996"	35204123	"altered"	"copynumber"
"TCGA-G4-6322-01"	"TCGA-COAD"	0.88	11.0785776731249	TRUE	2	"chr3:42462042-52916387"	10454346	"unaltered"	"unaltered"
"TCGA-AZ-5407-01"	"TCGA-COAD"	0.73	11.2401728562516	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-CM-5348-01"	"TCGA-COAD"	0.57	11.3723857983562	FALSE	2	"chr3:8400676-73945739"	65545064	"unaltered"	"unaltered"
"TCGA-AA-3489-01"	"TCGA-COAD"	0.31	11.5575877682927	FALSE	2	"chr3:2170634-106587870"	104417237	"unaltered"	"unaltered"
"TCGA-F4-6806-01"	"TCGA-COAD"	0.71	11.4482487701046	FALSE	2	"chr3:2170634-144082854"	141912221	"unaltered"	"unaltered"
"TCGA-AA-3831-01"	"TCGA-COAD"	0.61	11.4950853763834	FALSE	2	"chr3:25588575-53800962"	28212388	"unaltered"	"unaltered"
"TCGA-D5-6924-01"	"TCGA-COAD"	0.5	11.6560969364828	FALSE	3	"chr3:2170634-167861967"	165691334	"unaltered"	"unaltered"
"TCGA-AA-3870-01"	"TCGA-COAD"	0.61	11.1861197215064	FALSE	2	"chr3:37116810-193432644"	156315835	"unaltered"	"unaltered"
"TCGA-CK-5912-01"	"TCGA-COAD"	0.81	12.1817331429464	FALSE	4	"chr3:45304696-53403876"	8099181	"unaltered"	"unaltered"
"TCGA-CM-4746-01"	"TCGA-COAD"	0.81	11.3221898022349	FALSE	2	"chr3:25335732-197812401"	172476670	"unaltered"	"unaltered"
"TCGA-AD-6548-01"	"TCGA-COAD"	0.53	11.6265233860767	FALSE	2	"chr3:2170634-61040294"	58869661	"unaltered"	"unaltered"
"TCGA-AA-3952-01"	"TCGA-COAD"	0.74	11.8304940753342	FALSE	2	"chr3:48229622-54172040"	5942419	"unaltered"	"unaltered"
"TCGA-AA-3672-01"	"TCGA-COAD"	0.69	12.4950892263729	FALSE	2	"chr3:2170634-61063307"	58892674	"unaltered"	"unaltered"
"TCGA-AA-3517-01"	"TCGA-COAD"	0.79	11.3378879889807	FALSE	3	"chr3:2170634-175087178"	172916545	"unaltered"	"unaltered"
"TCGA-AA-3678-01"	"TCGA-COAD"	0.65	11.671390875402	FALSE	2	"chr3:11261247-139911248"	128650002	"unaltered"	"unaltered"
"TCGA-A6-6142-01"	"TCGA-COAD"	0.45	10.8779490023703	TRUE	2	"chr3:52259541-59705999"	7446459	"unaltered"	"unaltered"
"TCGA-AA-3864-01"	"TCGA-COAD"	0.75	11.2765605791969	FALSE	2	"chr3:18571365-75942300"	57370936	"unaltered"	"unaltered"
"TCGA-CM-4743-01"	"TCGA-COAD"	0.42	11.4559762754302	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-AA-A01Z-01"	"TCGA-COAD"	0.81	12.1774482090114	FALSE	2	"chr3:29415223-67113457"	37698235	"unaltered"	"unaltered"
"TCGA-AA-3968-01"	"TCGA-COAD"	0.71	11.0927138634221	TRUE	2	"chr3:41836815-59720118"	17883304	"unaltered"	"unaltered"
"TCGA-F4-6463-01"	"TCGA-COAD"	0.57	11.2836198151833	FALSE	2	"chr3:2170634-163265408"	161094775	"unaltered"	"unaltered"
"TCGA-CM-4744-01"	"TCGA-COAD"	0.6	11.35956117428	FALSE	3	"chr3:31382401-53962452"	22580052	"unaltered"	"unaltered"
"TCGA-CM-5863-01"	"TCGA-COAD"	NA	10.6558628407541	TRUE	NA	"chr3:45201863-64246996"	19045134	NA	NA
"TCGA-CM-4748-01"	"TCGA-COAD"	0.63	11.4213501005178	FALSE	2	"chr3:2170634-54043307"	51872674	"unaltered"	"unaltered"
"TCGA-F4-6569-01"	"TCGA-COAD"	0.4	11.5425078006108	FALSE	2	"chr3:2170634-55362544"	53191911	"unaltered"	"unaltered"
"TCGA-NH-A50V-01"	"TCGA-COAD"	0.62	11.5663921113092	FALSE	2	"chr3:40122149-66971020"	26848872	"unaltered"	"unaltered"
"TCGA-CM-6167-01"	"TCGA-COAD"	0.27	11.2148568592348	FALSE	2	"chr3:2170634-186406541"	184235908	"unaltered"	"unaltered"
"TCGA-AA-A024-01"	"TCGA-COAD"	0.73	11.1626838828746	FALSE	2	"chr3:20593227-197812401"	177219175	"unaltered"	"unaltered"
"TCGA-AA-3989-01"	"TCGA-COAD"	0.55	11.3596756384981	FALSE	3	"chr3:2170634-88773915"	86603282	"unaltered"	"unaltered"
"TCGA-D5-7000-01"	"TCGA-COAD"	0.67	11.10308171072	FALSE	2	"chr3:29195494-53650201"	24454708	"unaltered"	"unaltered"
"TCGA-CM-6678-01"	"TCGA-COAD"	0.66	10.935227811371	TRUE	2	"chr3:2170634-174387322"	172216689	"unaltered"	"unaltered"
"TCGA-DM-A1DB-01"	"TCGA-COAD"	0.83	11.6150998384736	FALSE	2	"chr3:44059525-55362544"	11303020	"unaltered"	"unaltered"
"TCGA-AA-3811-01"	"TCGA-COAD"	NA	11.4590884865395	FALSE	NA	"chr3:6165214-103219973"	97054760	NA	NA
"TCGA-AY-A54L-01"	"TCGA-COAD"	0.44	11.1754176702737	FALSE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-A6-2677-01"	"TCGA-COAD"	0.88	9.8509912878532	TRUE	2	"chr3:27962511-55271371"	27308861	"unaltered"	"unaltered"
"TCGA-A6-5657-01"	"TCGA-COAD"	0.32	11.7468335536459	FALSE	2	"chr3:36094469-163421963"	127327495	"unaltered"	"unaltered"
"TCGA-AA-3685-01"	"TCGA-COAD"	0.6	11.9306579477529	FALSE	3	"chr3:36428815-53684169"	17255355	"unaltered"	"unaltered"
"TCGA-AA-A02F-01"	"TCGA-COAD"	0.94	11.252287912956	FALSE	2	"chr3:45448406-53900766"	8452361	"unaltered"	"unaltered"
"TCGA-A6-A565-01"	"TCGA-COAD"	0.19	11.2379692943774	FALSE	2	"chr3:2170634-116485454"	114314821	"unaltered"	"unaltered"
"TCGA-AA-3697-01"	"TCGA-COAD"	0.67	11.4629496971733	FALSE	3	"chr3:50859538-174611559"	123752022	"unaltered"	"unaltered"
"TCGA-AA-3534-01"	"TCGA-COAD"	0.78	11.2296447774442	FALSE	2	"chr3:45778796-53495357"	7716562	"unaltered"	"unaltered"
"TCGA-G4-6295-01"	"TCGA-COAD"	0.69	11.7670979270926	FALSE	3	"chr3:47037515-53450029"	6412515	"unaltered"	"unaltered"
"TCGA-AA-3715-01"	"TCGA-COAD"	0.48	11.9671438410247	FALSE	2	"chr3:36093978-59720118"	23626141	"unaltered"	"unaltered"
"TCGA-NH-A6GB-01"	"TCGA-COAD"	0.69	11.6819735706332	FALSE	2	"chr3:36504055-54387272"	17883218	"unaltered"	"unaltered"
"TCGA-DM-A1D9-01"	"TCGA-COAD"	0.81	11.4068604531362	FALSE	2	"chr3:50202284-64646738"	14444455	"unaltered"	"unaltered"
"TCGA-AA-A00N-01"	"TCGA-COAD"	0.43	11.5472503704245	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-D5-6531-01"	"TCGA-COAD"	0.62	10.8891986411401	TRUE	3	"chr3:2170634-61383032"	59212399	"unaltered"	"unaltered"
"TCGA-AZ-4682-01"	"TCGA-COAD"	0.78	11.206979475993	FALSE	2	"chr3:30038687-75868353"	45829667	"unaltered"	"unaltered"
"TCGA-A6-2685-01"	"TCGA-COAD"	0.36	11.6010284893018	FALSE	2	"chr3:2170634-153746892"	151576259	"unaltered"	"unaltered"
"TCGA-DM-A282-01"	"TCGA-COAD"	0.79	11.4977686935446	FALSE	2	"chr3:2170634-174992374"	172821741	"altered"	"mutation"
"TCGA-F4-6805-01"	"TCGA-COAD"	0.45	11.3651487559012	FALSE	2	"chr3:40418041-53857096"	13439056	"unaltered"	"unaltered"
"TCGA-G4-6321-01"	"TCGA-COAD"	0.57	11.4769954665405	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-AD-A5EK-01"	"TCGA-COAD"	0.84	11.5966429122158	FALSE	2	"chr3:41598377-67112508"	25514132	"unaltered"	"unaltered"
"TCGA-DM-A1D6-01"	"TCGA-COAD"	0.9	11.4319161795656	FALSE	2	"chr3:29541750-56779081"	27237332	"unaltered"	"unaltered"
"TCGA-A6-5656-01"	"TCGA-COAD"	0.8	9.02993530245714	TRUE	2	"chr3:29708369-55271371"	25563003	"unaltered"	"unaltered"
"TCGA-D5-6928-01"	"TCGA-COAD"	0.31	11.4173500101352	FALSE	2	"chr3:46601651-61094031"	14492381	"unaltered"	"unaltered"
"TCGA-D5-6539-01"	"TCGA-COAD"	0.23	11.5835039628006	FALSE	4	"chr3:29642149-54450073"	24807925	"unaltered"	"unaltered"
"TCGA-AA-3814-01"	"TCGA-COAD"	0.6	11.2053825907247	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-AA-3680-01"	"TCGA-COAD"	0.63	10.7649381901713	TRUE	3	"chr3:26669154-68549369"	41880216	"unaltered"	"unaltered"
"TCGA-DM-A1DA-01"	"TCGA-COAD"	0.92	10.6529483914926	TRUE	1	"chr3:46994806-53510519"	6515714	"altered"	"copynumber"
"TCGA-CM-6165-01"	"TCGA-COAD"	0.76	11.3077671674785	FALSE	2	"chr3:11855726-74579439"	62723714	"unaltered"	"unaltered"
"TCGA-AY-6197-01"	"TCGA-COAD"	0.8	11.2455540473036	FALSE	2	"chr3:37822920-53622777"	15799858	"unaltered"	"unaltered"
"TCGA-DM-A28C-01"	"TCGA-COAD"	0.8	11.6439166637867	FALSE	2	"chr3:2170634-174984095"	172813462	"unaltered"	"unaltered"
"TCGA-AA-3660-01"	"TCGA-COAD"	0.76	11.6094786194396	FALSE	2	"chr3:29651125-59234854"	29583730	"unaltered"	"unaltered"
"TCGA-DM-A28G-01"	"TCGA-COAD"	0.79	11.0953870057256	TRUE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-D5-6533-01"	"TCGA-COAD"	0.69	11.3724645363226	FALSE	3	"chr3:29453806-54643848"	25190043	"unaltered"	"unaltered"
"TCGA-OR-A5LL-01"	"TCGA-ACC"	0.77	12.3472811046352	FALSE	3	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-OR-A5LO-01"	"TCGA-ACC"	0.87	12.022031603791	FALSE	3	"chr3:52286896-52629561"	342666	"unaltered"	"unaltered"
"TCGA-OR-A5J7-01"	"TCGA-ACC"	0.84	13.6879141435357	FALSE	3	"chr3:51818835-52538431"	719597	"unaltered"	"unaltered"
"TCGA-OR-A5KV-01"	"TCGA-ACC"	0.91	12.7544420714097	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-P6-A5OG-01"	"TCGA-ACC"	0.38	11.7804860300793	FALSE	2	"chr3:24102006-61112491"	37010486	"unaltered"	"unaltered"
"TCGA-OR-A5J8-01"	"TCGA-ACC"	0.76	11.9975995516457	FALSE	1	"chr3:51382990-55066661"	3683672	"altered"	"copynumber"
"TCGA-OR-A5KB-01"	"TCGA-ACC"	0.59	NA	FALSE	2	"chr3:37127794-57989247"	20861454	"unaltered"	"unaltered"
"TCGA-OR-A5L5-01"	"TCGA-ACC"	0.52	11.4522148759445	TRUE	2	"chr3:2170634-111516074"	109345441	"unaltered"	"unaltered"
"TCGA-OR-A5JP-01"	"TCGA-ACC"	0.8	11.905032315388	FALSE	2	"chr3:51593852-61141148"	9547297	"unaltered"	"unaltered"
"TCGA-OR-A5KS-01"	"TCGA-ACC"	0.87	NA	FALSE	3	"chr3:2170634-115924430"	113753797	"unaltered"	"unaltered"
"TCGA-OR-A5JY-01"	"TCGA-ACC"	0.84	11.7944766085351	FALSE	3	"chr3:46659223-66673704"	20014482	"unaltered"	"unaltered"
"TCGA-OR-A5JV-01"	"TCGA-ACC"	0.46	12.5727335435921	FALSE	3	"chr3:41667325-53888230"	12220906	"unaltered"	"unaltered"
"TCGA-OR-A5L1-01"	"TCGA-ACC"	0.82	NA	FALSE	2	"chr3:2170634-72636939"	70466306	"unaltered"	"unaltered"
"TCGA-OR-A5KU-01"	"TCGA-ACC"	0.82	11.6444650930597	TRUE	2	"chr3:2170634-116189633"	114019000	"unaltered"	"unaltered"
"TCGA-PK-A5H8-01"	"TCGA-ACC"	NA	11.439741291633	TRUE	NA	NA	NA	NA	NA
"TCGA-OR-A5JX-01"	"TCGA-ACC"	0.89	11.8237496760048	FALSE	3	"chr3:12866701-116429768"	103563068	"unaltered"	"unaltered"
"TCGA-OR-A5JA-01"	"TCGA-ACC"	0.75	11.8193610624964	FALSE	4	"chr3:30793275-53437311"	22644037	"unaltered"	"unaltered"
"TCGA-OR-A5JH-01"	"TCGA-ACC"	0.52	NA	FALSE	2	"chr3:52257719-117068294"	64810576	"unaltered"	"unaltered"
"TCGA-OR-A5JO-01"	"TCGA-ACC"	0.55	12.3117943100382	FALSE	2	"chr3:3604443-197812401"	194207959	"unaltered"	"unaltered"
"TCGA-OR-A5LN-01"	"TCGA-ACC"	0.71	11.9855095443981	FALSE	3	"chr3:2170634-74231054"	72060421	"unaltered"	"unaltered"
"TCGA-OR-A5L8-01"	"TCGA-ACC"	0.91	12.175526637259	FALSE	3	"chr3:2170634-175003061"	172832428	"unaltered"	"unaltered"
"TCGA-PK-A5HA-01"	"TCGA-ACC"	0.83	12.4968294214569	FALSE	2	"chr3:52230891-52774224"	543334	"unaltered"	"unaltered"
"TCGA-OR-A5J4-01"	"TCGA-ACC"	0.87	NA	FALSE	2	"chr3:52269846-52891989"	622144	"unaltered"	"unaltered"
"TCGA-OR-A5KY-01"	"TCGA-ACC"	0.74	11.8135020621362	FALSE	2	"chr3:49552031-192336542"	142784512	"unaltered"	"unaltered"
"TCGA-OR-A5JW-01"	"TCGA-ACC"	0.88	11.5455212360761	TRUE	1	"chr3:11720790-153024048"	141303259	"altered"	"copynumber"
"TCGA-OR-A5KW-01"	"TCGA-ACC"	0.95	11.7199551199299	FALSE	1	"chr3:2170634-76175889"	74005256	"altered"	"copynumber"
"TCGA-OR-A5K2-01"	"TCGA-ACC"	0.83	12.2425353284024	FALSE	3	"chr3:37480435-52879362"	15398928	"unaltered"	"unaltered"
"TCGA-OR-A5K4-01"	"TCGA-ACC"	0.97	12.319384892667	FALSE	1	"chr3:44682359-53145192"	8462834	"altered"	"copynumber"
"TCGA-OR-A5JG-01"	"TCGA-ACC"	0.76	12.0685178728433	FALSE	4	"chr3:46705702-53422580"	6716879	"unaltered"	"unaltered"
"TCGA-OR-A5LR-01"	"TCGA-ACC"	0.89	11.6547340988705	TRUE	1	"chr3:14593588-53570767"	38977180	"altered"	"copynumber"
"TCGA-OR-A5LF-01"	"TCGA-ACC"	0.72	NA	FALSE	2	"chr3:48782757-53741420"	4958664	"unaltered"	"unaltered"
"TCGA-OR-A5J5-01"	"TCGA-ACC"	0.93	11.8245388132362	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-PK-A5H9-01"	"TCGA-ACC"	0.8	12.1249431324232	FALSE	2	"chr3:31447667-104922358"	73474692	"unaltered"	"unaltered"
"TCGA-P6-A5OF-01"	"TCGA-ACC"	NA	11.8990049565285	FALSE	NA	NA	NA	NA	NA
"TCGA-PK-A5HC-01"	"TCGA-ACC"	0.59	NA	FALSE	3	"chr3:50120462-54214515"	4094054	"unaltered"	"unaltered"
"TCGA-PA-A5YG-01"	"TCGA-ACC"	0.73	11.4870672589574	TRUE	1	"chr3:2170634-130149891"	127979258	"altered"	"copynumber"
"TCGA-OR-A5J2-01"	"TCGA-ACC"	0.89	13.4286937170901	FALSE	2	"chr3:2170634-84871447"	82700814	"unaltered"	"unaltered"
"TCGA-OR-A5L4-01"	"TCGA-ACC"	0.81	11.5063819829687	TRUE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-P6-A5OH-01"	"TCGA-ACC"	0.8	NA	FALSE	3	"chr3:48795273-52445866"	3650594	"unaltered"	"unaltered"
"TCGA-OR-A5JZ-01"	"TCGA-ACC"	0.95	11.6517279489723	TRUE	1	"chr3:48892104-53167882"	4275779	"altered"	"copynumber"
"TCGA-PK-A5HB-01"	"TCGA-ACC"	0.89	9.40850350340119	TRUE	1	"chr3:14949082-197812401"	182863320	"altered"	"mutation+copynumber"
"TCGA-OR-A5LK-01"	"TCGA-ACC"	0.57	12.4612112211223	FALSE	4	"chr3:36390703-74499365"	38108663	"unaltered"	"unaltered"
"TCGA-OR-A5JJ-01"	"TCGA-ACC"	0.9	11.8177757482563	FALSE	1	"chr3:46696489-65767501"	19071013	"altered"	"copynumber"
"TCGA-OR-A5JK-01"	"TCGA-ACC"	0.74	11.5839071748776	TRUE	1	"chr3:2170634-115353841"	113183208	"altered"	"copynumber"
"TCGA-OU-A5PI-01"	"TCGA-ACC"	0.89	11.5019725694476	TRUE	1	"chr3:2170634-91462299"	89291666	"altered"	"copynumber"
"TCGA-OR-A5J1-01"	"TCGA-ACC"	0.9	12.4099781883624	FALSE	2	"chr3:2170634-117447746"	115277113	"unaltered"	"unaltered"
"TCGA-QR-A70D-01"	"TCGA-PCPG"	0.75	11.0446031544394	TRUE	1	"chr3:2170634-91390926"	89220293	"altered"	"copynumber"
"TCGA-WB-A81Q-01"	"TCGA-PCPG"	0.88	12.1843062961223	FALSE	2	"chr3:35928447-89286358"	53357912	"unaltered"	"unaltered"
"TCGA-SR-A6MT-01"	"TCGA-PCPG"	0.9	11.7669718410764	FALSE	2	"chr3:45925884-53379396"	7453513	"unaltered"	"unaltered"
