""	"tcga_id"	"cohort"	"purity"	"log2_bap1"	"low_expresser"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"	"altered_status"	"alteration_type"	"subtype"	"bap1_activity_score"	"bap1_activity_class"
"1109"	"TCGA-VS-A9UC-01"	"TCGA-CESC"	0.72	11.9595475956659	FALSE	2	"chr3:37528979-61141148"	23612170	"altered"	"mutation"	"CESC_SquamousCarcinoma"	-1798.17979554385	"Wildtype-like"
"1110"	"TCGA-EK-A2RJ-01"	"TCGA-CESC"	0.5	12.2273537429915	FALSE	3	"chr3:46378627-75881208"	29502582	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1878.95265838849	"Wildtype-like"
"1111"	"TCGA-C5-A7UI-01"	"TCGA-CESC"	0.52	11.9642380929456	FALSE	1	"chr3:31405370-73659434"	42254065	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1971.45849512789	"Wildtype-like"
"1112"	"TCGA-C5-A8YT-01"	"TCGA-CESC"	0.67	12.3465074483578	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1469.10215398972	"Wildtype-like"
"1113"	"TCGA-MY-A5BD-01"	"TCGA-CESC"	0.94	12.1431167812335	FALSE	2	"chr3:45666396-79632244"	33965849	"unaltered"	"unaltered"	"CESC_NA"	-1225.71689015656	"Wildtype-like"
"1114"	"TCGA-HG-A9SC-01"	"TCGA-CESC"	0.65	NA	FALSE	2	"chr3:48226834-59720118"	11493285	"unaltered"	"unaltered"	"CESC_NA"	NA	NA
"1115"	"TCGA-EA-A44S-01"	"TCGA-CESC"	0.73	10.7767301110575	TRUE	1	"chr3:46207509-66946134"	20738626	"altered"	"mutation+copynumber"	"CESC_NA"	-2289.56443773171	"Wildtype-like"
"1116"	"TCGA-DS-A7WF-01"	"TCGA-CESC"	0.94	11.9372601462982	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1525.64535563518	"Wildtype-like"
"1117"	"TCGA-EK-A3GK-01"	"TCGA-CESC"	0.85	12.5980318694904	FALSE	2	"chr3:2170634-118447208"	116276575	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1173.39743302931	"Wildtype-like"
"1118"	"TCGA-Q1-A73O-01"	"TCGA-CESC"	0.52	12.5058910540105	FALSE	2	"chr3:10580109-80522796"	69942688	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1724.04980331625	"Wildtype-like"
"1119"	"TCGA-JW-A5VL-01"	"TCGA-CESC"	0.86	12.4494263973566	FALSE	2	"chr3:22474742-58709735"	36234994	"unaltered"	"unaltered"	"CESC_NA"	-1940.74498071586	"Wildtype-like"
"1120"	"TCGA-C5-A7CM-01"	"TCGA-CESC"	0.76	12.0571750974737	FALSE	2	"chr3:2170634-145797325"	143626692	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1339.40117750158	"Wildtype-like"
"1121"	"TCGA-VS-A9V5-01"	"TCGA-CESC"	0.71	12.4158912815314	FALSE	2	"chr3:25001355-80613801"	55612447	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1525.71297870459	"Wildtype-like"
"1122"	"TCGA-EK-A2R8-01"	"TCGA-CESC"	0.44	11.7247300123786	TRUE	4	"chr3:48350018-53820041"	5470024	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1753.93747472126	"Wildtype-like"
"1123"	"TCGA-FU-A2QG-01"	"TCGA-CESC"	0.81	12.8487546317808	FALSE	2	"chr3:46603372-73209995"	26606624	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1242.38707606116	"Wildtype-like"
"1124"	"TCGA-C5-A7CH-01"	"TCGA-CESC"	0.67	12.1333834015505	FALSE	3	"chr3:50018523-55953951"	5935429	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1598.19442459939	"Wildtype-like"
"1125"	"TCGA-EK-A2R7-01"	"TCGA-CESC"	0.69	11.0206253978446	TRUE	1	"chr3:42176371-55751219"	13574849	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1431.35291255014	"Wildtype-like"
"1126"	"TCGA-EK-A2GZ-01"	"TCGA-CESC"	0.58	11.3292108420352	TRUE	1	"chr3:48303277-91462299"	43159023	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1630.59623749523	"Wildtype-like"
"1127"	"TCGA-Q1-A73R-01"	"TCGA-CESC"	0.9	12.2462021384115	FALSE	2	"chr3:2170634-82287943"	80117310	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1595.78899366479	"Wildtype-like"
"1128"	"TCGA-VS-A8EK-01"	"TCGA-CESC"	NA	12.0289896436443	FALSE	NA	NA	NA	NA	NA	"CESC_NA"	-1697.06915577525	"Wildtype-like"
"1129"	"TCGA-C5-A7UE-01"	"TCGA-CESC"	0.65	12.5986414240733	FALSE	1	"chr3:42540188-61141148"	18600961	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1934.62300436237	"Wildtype-like"
"1130"	"TCGA-MA-AA42-01"	"TCGA-CESC"	0.6	11.8769379824683	FALSE	1	"chr3:47848297-91462299"	43614003	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1832.88592829577	"Wildtype-like"
"1131"	"TCGA-VS-A953-01"	"TCGA-CESC"	0.88	12.3457524534476	FALSE	4	"chr3:44209778-54019954"	9810177	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1430.73847821357	"Wildtype-like"
"1132"	"TCGA-FU-A3NI-01"	"TCGA-CESC"	0.65	12.069808385632	FALSE	2	"chr3:2170634-61487212"	59316579	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1580.2905485697	"Wildtype-like"
"1133"	"TCGA-DS-A7WH-01"	"TCGA-CESC"	0.68	12.1014504597115	FALSE	2	"chr3:49877895-116911496"	67033602	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1386.08721015925	"Wildtype-like"
"1134"	"TCGA-ZJ-A8QR-01"	"TCGA-CESC"	0.63	11.9954882545221	FALSE	2	"chr3:31017356-90453712"	59436357	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1693.51250071565	"Wildtype-like"
"1135"	"TCGA-ZJ-AAXU-01"	"TCGA-CESC"	0.54	11.8747899728358	FALSE	1	"chr3:30758224-77297105"	46538882	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1827.4974827272	"Wildtype-like"
"1136"	"TCGA-C5-A8YQ-01"	"TCGA-CESC"	0.8	13.2226202560529	FALSE	2	"chr3:44603532-53178700"	8575169	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-2370.69760756289	"Wildtype-like"
"1137"	"TCGA-EK-A3GJ-01"	"TCGA-CESC"	0.69	12.7695225464684	FALSE	4	"chr3:8114736-53634105"	45519370	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1995.71670929054	"Wildtype-like"
"1138"	"TCGA-C5-A7XC-01"	"TCGA-CESC"	0.59	12.4437252994163	FALSE	2	"chr3:35346189-73925188"	38579000	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1294.59742034167	"Wildtype-like"
"1139"	"TCGA-DS-A0VL-01"	"TCGA-CESC"	0.79	12.7121846252967	FALSE	2	"chr3:41477953-54387272"	12909320	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1183.97933426066	"Wildtype-like"
"1140"	"TCGA-VS-A8EL-01"	"TCGA-CESC"	0.48	12.8187682335655	FALSE	2	"chr3:36193294-65091801"	28898508	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1987.45201223952	"Wildtype-like"
"1141"	"TCGA-LP-A4AU-01"	"TCGA-CESC"	0.25	12.3915197409124	FALSE	4	"chr3:2170634-124589806"	122419173	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1796.39785591597	"Wildtype-like"
"1142"	"TCGA-HG-A2PA-01"	"TCGA-CESC"	0.5	11.9605179586186	FALSE	1	"chr3:2170634-82706220"	80535587	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1332.99289860388	"Wildtype-like"
"1143"	"TCGA-DS-A1OC-01"	"TCGA-CESC"	NA	11.8012739769274	TRUE	NA	NA	NA	NA	NA	"CESC_NA"	-1350.74390934149	"Wildtype-like"
"1144"	"TCGA-C5-A2LY-01"	"TCGA-CESC"	0.63	12.5243601179226	FALSE	2	"chr3:2170634-77119462"	74948829	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1631.62684883177	"Wildtype-like"
"1145"	"TCGA-C5-A1BQ-01"	"TCGA-CESC"	0.71	12.1579479800229	FALSE	2	"chr3:2170634-66472747"	64302114	"unaltered"	"unaltered"	"CESC_NA"	-1637.88706594684	"Wildtype-like"
"1146"	"TCGA-IR-A3LB-01"	"TCGA-CESC"	0.72	11.6543238794122	TRUE	2	"chr3:26645916-54015157"	27369242	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1396.16511327851	"Wildtype-like"
"1147"	"TCGA-C5-A8XJ-01"	"TCGA-CESC"	0.71	11.675064284904	TRUE	1	"chr3:38376154-53163575"	14787422	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1611.42827898777	"Wildtype-like"
"1148"	"TCGA-ZJ-AAXA-01"	"TCGA-CESC"	0.88	12.9584755228042	FALSE	3	"chr3:50661849-54878043"	4216195	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1186.31885587668	"Wildtype-like"
"1149"	"TCGA-C5-A1M7-01"	"TCGA-CESC"	0.39	13.2468771737076	FALSE	3	"chr3:2170634-80451536"	78280903	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1214.95457875315	"Wildtype-like"
"1150"	"TCGA-C5-A901-01"	"TCGA-CESC"	NA	12.4632851147674	FALSE	NA	NA	NA	NA	NA	"CESC_NA"	-1516.5801250797	"Wildtype-like"
"1151"	"TCGA-EX-A449-01"	"TCGA-CESC"	NA	12.1464252399857	FALSE	NA	"chr3:2170634-59388937"	57218304	NA	NA	"CESC_NA"	-1810.63636833382	"Wildtype-like"
"1152"	"TCGA-ZJ-A8QO-01"	"TCGA-CESC"	0.61	11.9040130488007	FALSE	1	"chr3:46593838-53531684"	6937847	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1851.24692859785	"Wildtype-like"
"1153"	"TCGA-DS-A1OD-01"	"TCGA-CESC"	NA	11.5885158858324	TRUE	NA	NA	NA	NA	NA	"CESC_NA"	-1222.0505831616	"Wildtype-like"
"1154"	"TCGA-EA-A5FO-01"	"TCGA-CESC"	0.92	12.0439294291083	FALSE	2	"chr3:2170634-83276381"	81105748	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1309.39990405935	"Wildtype-like"
"1155"	"TCGA-DS-A0VM-01"	"TCGA-CESC"	0.71	11.5232486874361	TRUE	1	"chr3:12833438-62636592"	49803155	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1876.29678898561	"Wildtype-like"
"1156"	"TCGA-MA-AA43-01"	"TCGA-CESC"	0.52	12.2651228703994	FALSE	3	"chr3:42361308-53365085"	11003778	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1343.23810271475	"Wildtype-like"
"1157"	"TCGA-VS-A9UM-01"	"TCGA-CESC"	0.72	11.9810007495174	FALSE	1	"chr3:37705360-74693616"	36988257	"altered"	"mutation+copynumber"	"CESC_SquamousCarcinoma"	-2140.9222865111	"Wildtype-like"
"1158"	"TCGA-JW-A5VJ-01"	"TCGA-CESC"	0.65	8.06090448694091	TRUE	0	"chr3:52401844-52486987"	85144	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-3040.20673058782	"Mutant-like"
"1159"	"TCGA-VS-A9UP-01"	"TCGA-CESC"	0.43	11.1967161241148	TRUE	3	"chr3:36544117-61069477"	24525361	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1488.44794522182	"Wildtype-like"
"1160"	"TCGA-ZJ-AB0H-01"	"TCGA-CESC"	0.36	12.7576946722402	FALSE	3	"chr3:49371950-58806435"	9434486	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1905.82867390569	"Wildtype-like"
"1161"	"TCGA-HM-A3JJ-01"	"TCGA-CESC"	0.42	11.504894293537	TRUE	1	"chr3:25424440-91390926"	65966487	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-1497.27430807673	"Wildtype-like"
"1162"	"TCGA-LP-A4AV-01"	"TCGA-CESC"	0.7	12.9822985592114	FALSE	2	"chr3:31616972-54931653"	23314682	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1699.4385174523	"Wildtype-like"
"1163"	"TCGA-IR-A3LH-01"	"TCGA-CESC"	0.49	11.9374450918265	FALSE	2	"chr3:30529996-59715251"	29185256	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1292.47416571621	"Wildtype-like"
"1164"	"TCGA-VS-A959-01"	"TCGA-CESC"	0.37	11.9134174043179	FALSE	2	"chr3:48882052-58683841"	9801790	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1346.31175197382	"Wildtype-like"
"1165"	"TCGA-C5-A7CG-01"	"TCGA-CESC"	0.45	12.3757875939299	FALSE	4	"chr3:2170634-163303249"	161132616	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1262.67990023324	"Wildtype-like"
"1166"	"TCGA-Q1-A5R2-01"	"TCGA-CESC"	0.57	12.4085897251205	FALSE	2	"chr3:39513295-54410012"	14896718	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1528.29159726148	"Wildtype-like"
"1167"	"TCGA-EX-A3L1-01"	"TCGA-CESC"	0.27	12.5301588113415	FALSE	3	"chr3:44208405-52764716"	8556312	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1812.64380607016	"Wildtype-like"
"1168"	"TCGA-EK-A3GN-01"	"TCGA-CESC"	0.7	12.3471329038358	FALSE	2	"chr3:9276074-59685228"	50409155	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1497.25925872266	"Wildtype-like"
"1169"	"TCGA-Q1-A5R1-01"	"TCGA-CESC"	0.77	12.0507881835626	FALSE	2	"chr3:2170634-73961160"	71790527	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1472.52813138962	"Wildtype-like"
"1170"	"TCGA-JW-A69B-01"	"TCGA-CESC"	0.78	11.9233385818656	FALSE	2	"chr3:16625906-197812401"	181186496	"unaltered"	"unaltered"	"CESC_AdenoCarcinoma"	-1778.85435933727	"Wildtype-like"
"1171"	"TCGA-DS-A0VN-01"	"TCGA-CESC"	0.5	11.6577255065433	TRUE	2	"chr3:2170634-53824514"	51653881	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1975.70063468533	"Wildtype-like"
"1172"	"TCGA-C5-A2LT-01"	"TCGA-CESC"	0.44	12.3998962190565	FALSE	4	"chr3:38419788-61040294"	22620507	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1563.58172028065	"Wildtype-like"
"1173"	"TCGA-MA-AA3W-01"	"TCGA-CESC"	0.48	12.5678184071158	FALSE	3	"chr3:50345182-163906472"	113561291	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1092.2150488144	"Wildtype-like"
"1174"	"TCGA-C5-A7CJ-01"	"TCGA-CESC"	0.41	11.1388606173204	TRUE	1	"chr3:37021363-74583550"	37562188	"altered"	"copynumber"	"CESC_SquamousCarcinoma"	-2082.36002929175	"Wildtype-like"
"1175"	"TCGA-EK-A2RB-01"	"TCGA-CESC"	0.81	10.3733850227462	TRUE	1	"chr3:14939843-62341883"	47402041	"altered"	"mutation+copynumber"	"CESC_SquamousCarcinoma"	-2600.10966548593	"Mutant-like"
"1176"	"TCGA-XS-A8TJ-01"	"TCGA-CESC"	0.27	12.5669205582218	FALSE	3	"chr3:2170634-71087408"	68916775	"unaltered"	"unaltered"	"CESC_SquamousCarcinoma"	-1522.01047113314	"Wildtype-like"
"1177"	"TCGA-CN-5365-01"	"TCGA-HNSC"	1	12.960290382799	FALSE	3	"chr3:2170634-52447311"	50276678	"unaltered"	"unaltered"	"HNSC_Basal"	-2225.22249135065	"Wildtype-like"
"1178"	"TCGA-CV-7424-01"	"TCGA-HNSC"	0.48	12.5683066511723	FALSE	2	"chr3:45763595-70730937"	24967343	"unaltered"	"unaltered"	"HNSC_Classical"	-1305.59339214753	"Wildtype-like"
"1179"	"TCGA-CN-4726-01"	"TCGA-HNSC"	0.48	11.5568853875684	TRUE	1	"chr3:2170634-111139611"	108968978	"altered"	"copynumber"	"HNSC_Basal"	-1767.78559534875	"Wildtype-like"
"1180"	"TCGA-CV-7435-01"	"TCGA-HNSC"	0.39	12.531870685977	FALSE	2	"chr3:36474493-53629265"	17154773	"unaltered"	"unaltered"	"HNSC_Mesenchymal"	-1704.45488839137	"Wildtype-like"
"1181"	"TCGA-CQ-6223-01"	"TCGA-HNSC"	0.68	12.0979631547744	FALSE	1	"chr3:44910975-53498363"	8587389	"altered"	"copynumber"	"HNSC_Basal"	-1899.44092449235	"Wildtype-like"
"1182"	"TCGA-CV-7089-01"	"TCGA-HNSC"	0.26	12.4892737113217	FALSE	1	"chr3:2170634-94015345"	91844712	"altered"	"copynumber"	"HNSC_Atypical"	-1972.21930528732	"Wildtype-like"
"1183"	"TCGA-F7-A620-01"	"TCGA-HNSC"	0.37	11.8934830223757	TRUE	1	"chr3:2170634-94015345"	91844712	"altered"	"copynumber"	"HNSC_Basal"	-1956.20801113727	"Wildtype-like"
"1184"	"TCGA-CN-A63W-01"	"TCGA-HNSC"	0.8	12.3386882334318	FALSE	1	"chr3:2170634-65424837"	63254204	"altered"	"copynumber"	"HNSC_Classical"	-1796.48314265902	"Wildtype-like"
"1185"	"TCGA-CR-7389-01"	"TCGA-HNSC"	0.41	12.1361854133857	FALSE	2	"chr3:2170634-63792064"	61621431	"unaltered"	"unaltered"	"HNSC_Atypical"	-1374.86841323075	"Wildtype-like"
"1186"	"TCGA-CN-4741-01"	"TCGA-HNSC"	0.64	12.5672355855722	FALSE	4	"chr3:9347963-53352591"	44004629	"unaltered"	"unaltered"	"HNSC_Atypical"	-1175.44934979063	"Wildtype-like"
"1187"	"TCGA-CV-7255-01"	"TCGA-HNSC"	0.65	12.9142147307218	FALSE	2	"chr3:31813264-53892620"	22079357	"unaltered"	"unaltered"	"HNSC_Basal"	-1814.78773076976	"Wildtype-like"
"1188"	"TCGA-QK-AA3K-01"	"TCGA-HNSC"	0.46	12.0595716937483	FALSE	2	"chr3:44288987-53392496"	9103510	"unaltered"	"unaltered"	"HNSC_Mesenchymal"	-1395.3448369199	"Wildtype-like"
"1189"	"TCGA-HD-A6I0-01"	"TCGA-HNSC"	0.57	13.5240829248253	FALSE	2	"chr3:8160839-65336660"	57175822	"unaltered"	"unaltered"	"HNSC_Basal"	-2065.44235070832	"Wildtype-like"
"1190"	"TCGA-QK-A64Z-01"	"TCGA-HNSC"	0.44	11.9556450170262	TRUE	1	"chr3:2170634-76605889"	74435256	"altered"	"copynumber"	"HNSC_Basal"	-2152.49976877096	"Wildtype-like"
"1191"	"TCGA-CV-A45X-01"	"TCGA-HNSC"	0.34	12.0374193483776	FALSE	2	"chr3:20265426-71390821"	51125396	"unaltered"	"unaltered"	"HNSC_Basal"	-1792.48992039027	"Wildtype-like"
"1192"	"TCGA-CV-A461-01"	"TCGA-HNSC"	0.46	12.5609363305953	FALSE	1	"chr3:30069315-73281851"	43212537	"altered"	"copynumber"	"HNSC_Atypical"	-1917.6387766036	"Wildtype-like"
"1193"	"TCGA-CV-6955-01"	"TCGA-HNSC"	0.5	12.523439227984	FALSE	2	"chr3:2170634-82614837"	80444204	"unaltered"	"unaltered"	"HNSC_Atypical"	-1896.20892104287	"Wildtype-like"
"1194"	"TCGA-CN-6011-01"	"TCGA-HNSC"	0.68	12.2108622070346	FALSE	2	"chr3:36776028-61589250"	24813223	"unaltered"	"unaltered"	"HNSC_Basal"	-2235.42246275553	"Wildtype-like"
"1195"	"TCGA-CN-4737-01"	"TCGA-HNSC"	0.51	12.3908207458838	FALSE	2	"chr3:8484016-61712901"	53228886	"unaltered"	"unaltered"	"HNSC_Mesenchymal"	-1520.42378831526	"Wildtype-like"
"1196"	"TCGA-CR-7368-01"	"TCGA-HNSC"	0.71	11.9441691334471	TRUE	1	"chr3:3735411-91462299"	87726889	"altered"	"copynumber"	"HNSC_Atypical"	-1623.3794706239	"Wildtype-like"
"1197"	"TCGA-C9-A480-01"	"TCGA-HNSC"	0.37	12.702966627004	FALSE	2	"chr3:2170634-68671304"	66500671	"unaltered"	"unaltered"	"HNSC_Basal"	-1663.28019695623	"Wildtype-like"
"1198"	"TCGA-CN-5356-01"	"TCGA-HNSC"	0.37	12.6778399704819	FALSE	3	"chr3:46593299-90097300"	43504002	"unaltered"	"unaltered"	"HNSC_Mesenchymal"	-1368.85542924656	"Wildtype-like"
"1199"	"TCGA-CV-7427-01"	"TCGA-HNSC"	0.5	12.0859701958472	FALSE	2	"chr3:2170634-185965144"	183794511	"unaltered"	"unaltered"	"HNSC_Basal"	-1787.9855018835	"Wildtype-like"
"1200"	"TCGA-HD-8635-01"	"TCGA-HNSC"	0.5	12.1970946476576	FALSE	1	"chr3:50404140-88500367"	38096228	"altered"	"copynumber"	"HNSC_Mesenchymal"	-1801.53902360427	"Wildtype-like"
"1201"	"TCGA-IQ-A61L-01"	"TCGA-HNSC"	0.45	NA	FALSE	2	"chr3:2170634-83264824"	81094191	"unaltered"	"unaltered"	"HNSC_NA"	NA	NA
"1202"	"TCGA-CV-7261-01"	"TCGA-HNSC"	0.52	12.4405976860467	FALSE	2	"chr3:2170634-99906284"	97735651	"unaltered"	"unaltered"	"HNSC_Classical"	-1395.11941278537	"Wildtype-like"
"1203"	"TCGA-D6-A6EK-01"	"TCGA-HNSC"	0.43	13.2267163359215	FALSE	2	"chr3:2170634-55790869"	53620236	"unaltered"	"unaltered"	"HNSC_Atypical"	-2028.62334643533	"Wildtype-like"
"1204"	"TCGA-CV-A45O-01"	"TCGA-HNSC"	0.29	12.7174254567435	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"	"HNSC_Basal"	-1834.93719421432	"Wildtype-like"
"1205"	"TCGA-CQ-A4CH-01"	"TCGA-HNSC"	NA	12.3839623696075	FALSE	NA	"chr3:14253917-94038851"	79784935	NA	NA	"HNSC_Basal"	-1551.92395322076	"Wildtype-like"
"1206"	"TCGA-CQ-7063-01"	"TCGA-HNSC"	0.44	12.9924497740225	FALSE	2	"chr3:35249825-197812401"	162562577	"unaltered"	"unaltered"	"HNSC_Basal"	-2001.5475017342	"Wildtype-like"
"1207"	"TCGA-D6-A6EO-01"	"TCGA-HNSC"	0.71	12.5454725065718	FALSE	1	"chr3:2170634-71913396"	69742763	"altered"	"copynumber"	"HNSC_Classical"	-2021.12611332659	"Wildtype-like"
"1208"	"TCGA-TN-A7HJ-01"	"TCGA-HNSC"	0.28	12.1493610719941	FALSE	2	"chr3:42334642-55699689"	13365048	"unaltered"	"unaltered"	"HNSC_Atypical"	-1675.11228284485	"Wildtype-like"
"1209"	"TCGA-F7-A622-01"	"TCGA-HNSC"	0.7	11.8472912689299	TRUE	1	"chr3:2170634-84397605"	82226972	"altered"	"copynumber"	"HNSC_Basal"	-1828.55695687735	"Wildtype-like"
"1210"	"TCGA-F7-8298-01"	"TCGA-HNSC"	0.53	12.0258646502785	FALSE	1	"chr3:2170634-65954153"	63783520	"altered"	"copynumber"	"HNSC_Mesenchymal"	-1619.31066119174	"Wildtype-like"
"1211"	"TCGA-UF-A7JA-01"	"TCGA-HNSC"	0.25	12.2824062958002	FALSE	3	"chr3:2170634-53179641"	51009008	"unaltered"	"unaltered"	"HNSC_Classical"	-1119.23344869627	"Wildtype-like"
"1212"	"TCGA-CN-4733-01"	"TCGA-HNSC"	0.14	12.0290807704704	FALSE	2	"chr3:2170634-94015345"	91844712	"unaltered"	"unaltered"	"HNSC_Mesenchymal"	-1661.68694213227	"Wildtype-like"
"1213"	"TCGA-CV-7245-01"	"TCGA-HNSC"	0.63	12.4161091929307	FALSE	2	"chr3:25389898-61589250"	36199353	"unaltered"	"unaltered"	"HNSC_Classical"	-1658.60372891167	"Wildtype-like"
"1214"	"TCGA-BA-6868-01"	"TCGA-HNSC"	0.66	12.4577946570906	FALSE	3	"chr3:3769374-54728347"	50958974	"unaltered"	"unaltered"	"HNSC_Classical"	-1655.06135183301	"Wildtype-like"
"1215"	"TCGA-CN-5355-01"	"TCGA-HNSC"	0.46	12.3073851339734	FALSE	1	"chr3:2170634-94050874"	91880241	"altered"	"copynumber"	"HNSC_Mesenchymal"	-1770.14260141467	"Wildtype-like"
"1216"	"TCGA-UF-A71B-01"	"TCGA-HNSC"	0.55	12.7444900884974	FALSE	1	"chr3:41766988-55348179"	13581192	"altered"	"copynumber"	"HNSC_Classical"	-1756.63202565736	"Wildtype-like"
"1217"	"TCGA-MZ-A5BI-01"	"TCGA-HNSC"	0.5	11.5704623074338	TRUE	1	"chr3:30762116-68044744"	37282629	"altered"	"copynumber"	"HNSC_Atypical"	-1580.70800228747	"Wildtype-like"
"1218"	"TCGA-CV-A45U-01"	"TCGA-HNSC"	0.34	11.622768763089	TRUE	4	"chr3:2176026-89440379"	87264354	"unaltered"	"unaltered"	"HNSC_Classical"	-1232.53980095095	"Wildtype-like"
"1219"	"TCGA-CQ-6229-01"	"TCGA-HNSC"	0.23	12.0692486092717	FALSE	2	"chr3:19230930-91462299"	72231370	"unaltered"	"unaltered"	"HNSC_Basal"	-1677.6322491435	"Wildtype-like"
"1220"	"TCGA-BB-A5HZ-01"	"TCGA-HNSC"	0.36	12.5211764565904	FALSE	3	"chr3:2170634-67373788"	65203155	"unaltered"	"unaltered"	"HNSC_Basal"	-1976.83401269568	"Wildtype-like"
"1221"	"TCGA-P3-A5QE-01"	"TCGA-HNSC"	0.71	12.7531194766505	FALSE	2	"chr3:2170634-104363103"	102192470	"unaltered"	"unaltered"	"HNSC_Atypical"	-1262.0355869626	"Wildtype-like"
"1222"	"TCGA-CV-A45Q-01"	"TCGA-HNSC"	0.54	13.6508446586867	FALSE	2	"chr3:2170634-153791360"	151620727	"unaltered"	"unaltered"	"HNSC_Basal"	-2597.47320025875	"Mutant-like"
"1223"	"TCGA-D6-A6EQ-01"	"TCGA-HNSC"	0.39	12.2083104553308	FALSE	2	"chr3:2170634-94017382"	91846749	"unaltered"	"unaltered"	"HNSC_Mesenchymal"	-1993.20921737097	"Wildtype-like"
"1224"	"TCGA-CV-7099-01"	"TCGA-HNSC"	0.57	12.1163491739328	FALSE	1	"chr3:2170634-89826440"	87655807	"altered"	"copynumber"	"HNSC_Basal"	-1975.65702628734	"Wildtype-like"
"1225"	"TCGA-CV-5966-01"	"TCGA-HNSC"	0.26	12.6123837058456	FALSE	3	"chr3:36438403-53990773"	17552371	"unaltered"	"unaltered"	"HNSC_Mesenchymal"	-2004.29115398749	"Wildtype-like"
"1226"	"TCGA-CR-6492-01"	"TCGA-HNSC"	NA	12.0582288040481	FALSE	NA	"chr3:2170634-90287340"	88116707	NA	NA	"HNSC_Atypical"	-1502.4172579665	"Wildtype-like"
"1227"	"TCGA-BA-7269-01"	"TCGA-HNSC"	0.55	12.4479271948907	FALSE	2	"chr3:22388629-69381459"	46992831	"unaltered"	"unaltered"	"HNSC_Classical"	-1654.77282219505	"Wildtype-like"
"1228"	"TCGA-CQ-5323-01"	"TCGA-HNSC"	0.62	12.3050437646743	FALSE	3	"chr3:46127774-53646097"	7518324	"unaltered"	"unaltered"	"HNSC_Atypical"	-1438.168011207	"Wildtype-like"
