file_name	cases	project
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_F03_787580.nocnv_grch38.seg.v2.txt	TCGA-AC-A23H-01A-11D-A160-01	TCGA-BRCA
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G08_628354.nocnv_grch38.seg.v2.txt	TCGA-A8-A086-10A-01D-A012-01	TCGA-BRCA
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_B01_735184.nocnv_grch38.seg.v2.txt	TCGA-BH-A0DL-10A-01D-A113-01	TCGA-BRCA
CENTS_p_TCGASNP_212_216_217_N_GenomeWideSNP_6_B03_1039436.nocnv_grch38.seg.v2.txt	TCGA-GM-A3NY-10A-01D-A21P-01	TCGA-BRCA
CENTS_p_TCGASNP_212_216_217_N_GenomeWideSNP_6_D06_1039554.nocnv_grch38.seg.v2.txt	TCGA-GM-A3NY-01A-11D-A21P-01	TCGA-BRCA
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_B04_731082.nocnv_grch38.seg.v2.txt	TCGA-B6-A0X4-10A-01D-A107-01	TCGA-BRCA
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_C12_697122.nocnv_grch38.seg.v2.txt	TCGA-A8-A0A6-10A-01D-A059-01	TCGA-BRCA
DRAMA_p_TCGA_276_278_N_GenomeWideSNP_6_A03_1322398.nocnv_grch38.seg.v2.txt	TCGA-A7-A4SC-10A-01D-A25N-01	TCGA-BRCA
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_D07_778102.nocnv_grch38.seg.v2.txt	TCGA-A1-A0SB-01A-11D-A141-01	TCGA-BRCA
TITER_p_TCGASNP_227_228_N_GenomeWideSNP_6_B04_1151406.nocnv_grch38.seg.v2.txt	TCGA-E9-A3QA-01A-61D-A227-01	TCGA-BRCA
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_C02_628518.nocnv_grch38.seg.v2.txt	TCGA-A8-A090-10A-01D-A012-01	TCGA-BRCA
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_D01_772032.nocnv_grch38.seg.v2.txt	TCGA-BH-A1FE-11B-14D-A13N-01	TCGA-BRCA
TAKEN_p_TCGAb_379_400_FFPE_NSP_GenomeWideSNP_6_E09_1513264.nocnv_grch38.seg.v2.txt	TCGA-PL-A8LY-01A-11D-A41E-01	TCGA-BRCA
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C02_1244766.nocnv_grch38.seg.v2.txt	TCGA-D8-A3Z6-01A-11D-A238-01	TCGA-BRCA
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_D08_697018.nocnv_grch38.seg.v2.txt	TCGA-BH-A0E1-10A-01D-A059-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_H04_741456.nocnv_grch38.seg.v2.txt	TCGA-E2-A15H-01A-11D-A12A-01	TCGA-BRCA
DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_H06_1343768.nocnv_grch38.seg.v2.txt	TCGA-LL-A5YO-10A-01D-A28D-01	TCGA-BRCA
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E07_772228.nocnv_grch38.seg.v2.txt	TCGA-EW-A1IY-10A-01D-A13N-01	TCGA-BRCA
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_F02_780816.nocnv_grch38.seg.v2.txt	TCGA-E9-A1R7-01A-11D-A14J-01	TCGA-BRCA
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_B09_748032.nocnv_grch38.seg.v2.txt	TCGA-BH-A0DV-11A-22D-A12N-01	TCGA-BRCA
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_F02_735248.nocnv_grch38.seg.v2.txt	TCGA-D8-A13Z-10A-01D-A113-01	TCGA-BRCA
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E06_734622.nocnv_grch38.seg.v2.txt	TCGA-AO-A12E-01A-11D-A10L-01	TCGA-BRCA
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_C02_730904.nocnv_grch38.seg.v2.txt	TCGA-A2-A0YM-10A-01D-A107-01	TCGA-BRCA
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_F12_799816.nocnv_grch38.seg.v2.txt	TCGA-E9-A295-01A-11D-A16C-01	TCGA-BRCA
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_D12_787540.nocnv_grch38.seg.v2.txt	TCGA-E9-A227-10A-01D-A160-01	TCGA-BRCA
TITER_p_TCGASNP_227_228_N_GenomeWideSNP_6_F03_1151426.nocnv_grch38.seg.v2.txt	TCGA-EW-A3U0-10A-01D-A229-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_H08_741572.nocnv_grch38.seg.v2.txt	TCGA-BH-A18Q-11A-34D-A12A-01	TCGA-BRCA
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_E12_777596.nocnv_grch38.seg.v2.txt	TCGA-E9-A1N9-01A-11D-A14F-01	TCGA-BRCA
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_F02_777578.nocnv_grch38.seg.v2.txt	TCGA-E9-A1N9-10A-01D-A14F-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G10_741566.nocnv_grch38.seg.v2.txt	TCGA-BH-A18V-11A-52D-A12A-01	TCGA-BRCA
MINAE_p_TCGA_200_202_203_SNP_N_GenomeWideSNP_6_D05_955116.nocnv_grch38.seg.v2.txt	TCGA-BH-A18V-06A-11D-A20R-01	TCGA-BRCA
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_D08_771912.nocnv_grch38.seg.v2.txt	TCGA-BH-A1FC-01A-11D-A13J-01	TCGA-BRCA
PITON_p_TCGA_b162_167_SNP_N_GenomeWideSNP_6_F07_844842.nocnv_grch38.seg.v2.txt	TCGA-AR-A2LL-10A-01D-A17U-01	TCGA-BRCA
CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B07_1301346.nocnv_grch38.seg.v2.txt	TCGA-GM-A3XG-01A-31D-A242-01	TCGA-BRCA
MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_D02_1320318.nocnv_grch38.seg.v2.txt	TCGA-LQ-A4E4-01A-11D-A25N-01	TCGA-BRCA
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_C05_748002.nocnv_grch38.seg.v2.txt	TCGA-A7-A13D-10A-02D-A12N-01	TCGA-BRCA
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G10_778062.nocnv_grch38.seg.v2.txt	TCGA-EW-A1OW-01A-21D-A141-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F11_741412.nocnv_grch38.seg.v2.txt	TCGA-E2-A15A-10A-01D-A12A-01	TCGA-BRCA
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_B02_802422.nocnv_grch38.seg.v2.txt	TCGA-A7-A26F-10A-01D-A166-01	TCGA-BRCA
CHILE_p_TCGASNP_230_231_FFPE_N_GenomeWideSNP_6_A09_1147944.nocnv_grch38.seg.v2.txt	TCGA-A7-A26F-01B-04D-A22Q-01	TCGA-BRCA
DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_F12_1343816.nocnv_grch38.seg.v2.txt	TCGA-E9-A5UP-10A-01D-A28D-01	TCGA-BRCA
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_G11_777584.nocnv_grch38.seg.v2.txt	TCGA-E9-A1N5-10A-01D-A14F-01	TCGA-BRCA
COPAL_p_TCGAb_337_338_339_NSP_GenomeWideSNP_6_F04_1373616.nocnv_grch38.seg.v2.txt	TCGA-V7-A7HQ-01A-11D-A33D-01	TCGA-BRCA
DOUSE_p_TCGA_287_288_289_N_GenomeWideSNP_6_C09_1361050.nocnv_grch38.seg.v2.txt	TCGA-PE-A5DC-10A-01D-A27O-01	TCGA-BRCA
MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_C03_1320442.nocnv_grch38.seg.v2.txt	TCGA-GM-A4E0-10A-01D-A25N-01	TCGA-BRCA
MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_B12_1320396.nocnv_grch38.seg.v2.txt	TCGA-GM-A4E0-01A-12D-A25N-01	TCGA-BRCA
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B04_628584.nocnv_grch38.seg.v2.txt	TCGA-A8-A08X-01A-21D-A011-01	TCGA-BRCA
CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_A03_1301360.nocnv_grch38.seg.v2.txt	TCGA-LL-A442-10A-01D-A242-01	TCGA-BRCA
SHOUT_p_TCGAb_319_20_21_22_NSP_GenomeWideSNP_6_H07_1365128.nocnv_grch38.seg.v2.txt	TCGA-LL-A6FR-01A-12D-A31T-01	TCGA-BRCA
SHOUT_p_TCGAb_319_20_21_22_NSP_GenomeWideSNP_6_H06_1365144.nocnv_grch38.seg.v2.txt	TCGA-LL-A6FR-10B-01D-A31T-01	TCGA-BRCA
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_G11_729738.nocnv_grch38.seg.v2.txt	TCGA-BH-A0HK-11A-11D-A092-01	TCGA-BRCA
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C04_772182.nocnv_grch38.seg.v2.txt	TCGA-D8-A1JC-10A-01D-A13N-01	TCGA-BRCA
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_B02_628416.nocnv_grch38.seg.v2.txt	TCGA-AN-A03Y-10A-01D-A012-01	TCGA-BRCA
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C01_772134.nocnv_grch38.seg.v2.txt	TCGA-D8-A1J8-01A-11D-A13J-01	TCGA-BRCA
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H07_734698.nocnv_grch38.seg.v2.txt	TCGA-E2-A105-01A-11D-A10L-01	TCGA-BRCA
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_G05_666906.nocnv_grch38.seg.v2.txt	TCGA-A8-A07U-01A-11D-A036-01	TCGA-BRCA
CENTS_p_TCGASNP_212_216_217_N_GenomeWideSNP_6_C09_1039546.nocnv_grch38.seg.v2.txt	TCGA-C8-A3M7-01A-12D-A21P-01	TCGA-BRCA
NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_E03_914234.nocnv_grch38.seg.v2.txt	TCGA-AC-A2FE-11B-22D-A19X-01	TCGA-BRCA
NULLS_p_TCGA_183_185_186_SNP_N_GenomeWideSNP_6_G01_914194.nocnv_grch38.seg.v2.txt	TCGA-AC-A2FE-01A-11D-A19X-01	TCGA-BRCA
TAKEN_p_TCGAb_379_400_FFPE_NSP_GenomeWideSNP_6_A11_1513198.nocnv_grch38.seg.v2.txt	TCGA-5L-AAT0-10A-01D-A41E-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B02_741474.nocnv_grch38.seg.v2.txt	TCGA-E2-A158-10A-01D-A12A-01	TCGA-BRCA
STOPE_p_TCGAb3_58_59_60_61_62_N_GenomeWideSNP_6_E10_1388058.nocnv_grch38.seg.v2.txt	TCGA-LL-A7SZ-10A-01D-A350-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D04_741560.nocnv_grch38.seg.v2.txt	TCGA-E2-A158-01A-11D-A12A-01	TCGA-BRCA
BURSA_p_TCGA_303_304_305_N_GenomeWideSNP_6_D06_1344828.nocnv_grch38.seg.v2.txt	TCGA-E2-A570-10A-01D-A29M-01	TCGA-BRCA
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_A01_697138.nocnv_grch38.seg.v2.txt	TCGA-BH-A0DP-10A-01D-A059-01	TCGA-BRCA
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_E04_780788.nocnv_grch38.seg.v2.txt	TCGA-E9-A1NE-10A-01D-A14J-01	TCGA-BRCA
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_E06_735110.nocnv_grch38.seg.v2.txt	TCGA-BH-A0EI-10A-01D-A113-01	TCGA-BRCA
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_F01_802418.nocnv_grch38.seg.v2.txt	TCGA-AR-A24T-01A-11D-A166-01	TCGA-BRCA
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_F11_734726.nocnv_grch38.seg.v2.txt	TCGA-AO-A124-01A-11D-A10L-01	TCGA-BRCA
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D07_628308.nocnv_grch38.seg.v2.txt	TCGA-A8-A06Y-10A-01D-A012-01	TCGA-BRCA
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G01_628268.nocnv_grch38.seg.v2.txt	TCGA-A8-A06Y-01A-21D-A011-01	TCGA-BRCA
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_H02_628426.nocnv_grch38.seg.v2.txt	TCGA-A8-A093-10A-01D-A012-01	TCGA-BRCA
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_E02_628526.nocnv_grch38.seg.v2.txt	TCGA-A8-A093-01A-11D-A011-01	TCGA-BRCA
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_G02_787526.nocnv_grch38.seg.v2.txt	TCGA-E9-A22E-10A-01D-A160-01	TCGA-BRCA
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_A07_667148.nocnv_grch38.seg.v2.txt	TCGA-AO-A0J8-10A-01D-A037-01	TCGA-BRCA
SHUCK_p_TCGAb74and75_SNP_N_GenomeWideSNP_6_G08_730988.nocnv_grch38.seg.v2.txt	TCGA-A2-A0YD-10A-01D-A107-01	TCGA-BRCA
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_D01_698044.nocnv_grch38.seg.v2.txt	TCGA-A1-A0SK-01A-12D-A087-01	TCGA-BRCA
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H10_734678.nocnv_grch38.seg.v2.txt	TCGA-AO-A125-01A-11D-A10L-01	TCGA-BRCA
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_D11_735190.nocnv_grch38.seg.v2.txt	TCGA-BH-A0DL-11A-13D-A111-01	TCGA-BRCA
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_B05_697036.nocnv_grch38.seg.v2.txt	TCGA-A8-A0A6-01A-12D-A059-01	TCGA-BRCA
RAMIE_p_6TCGA_250_232_4_236_N_GenomeWideSNP_6_F01_1245240.nocnv_grch38.seg.v2.txt	TCGA-A2-A0EP-01A-52D-A22W-01	TCGA-BRCA
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_G09_666924.nocnv_grch38.seg.v2.txt	TCGA-A2-A0EQ-10A-01D-A037-01	TCGA-BRCA
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_G01_780796.nocnv_grch38.seg.v2.txt	TCGA-D8-A1X6-01A-11D-A14J-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C06_741526.nocnv_grch38.seg.v2.txt	TCGA-E2-A15H-10A-01D-A12A-01	TCGA-BRCA
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_C12_780812.nocnv_grch38.seg.v2.txt	TCGA-D8-A1X6-10A-01D-A14J-01	TCGA-BRCA
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E11_667236.nocnv_grch38.seg.v2.txt	TCGA-AO-A03R-01A-21D-A036-01	TCGA-BRCA
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_E03_748026.nocnv_grch38.seg.v2.txt	TCGA-AR-A1AU-10A-01D-A12N-01	TCGA-BRCA
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_G02_628366.nocnv_grch38.seg.v2.txt	TCGA-A8-A07L-01A-11D-A011-01	TCGA-BRCA
CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_D08_628230.nocnv_grch38.seg.v2.txt	TCGA-A8-A07L-10A-01D-A012-01	TCGA-BRCA
KEBAB_p_TCGASNP_226_227_N_GenomeWideSNP_6_B03_1151480.nocnv_grch38.seg.v2.txt	TCGA-AR-A1AM-10A-01D-A229-01	TCGA-BRCA
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_C11_748016.nocnv_grch38.seg.v2.txt	TCGA-E2-A1BD-01A-11D-A12N-01	TCGA-BRCA
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_F02_747958.nocnv_grch38.seg.v2.txt	TCGA-E2-A1BD-10A-01D-A12N-01	TCGA-BRCA
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_C11_780854.nocnv_grch38.seg.v2.txt	TCGA-E9-A1R3-10A-01D-A14J-01	TCGA-BRCA
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_E12_735204.nocnv_grch38.seg.v2.txt	TCGA-E2-A15D-10A-01D-A113-01	TCGA-BRCA
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E01_697052.nocnv_grch38.seg.v2.txt	TCGA-BH-A0C0-10A-01D-A059-01	TCGA-BRCA
CELLA_p_TCGA_177_179_Esph_SNP_N_GenomeWideSNP_6_D08_871078.nocnv_grch38.seg.v2.txt	TCGA-GM-A2DO-01A-11D-A18N-01	TCGA-BRCA
RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_E06_771948.nocnv_grch38.seg.v2.txt	TCGA-BH-A1FC-11A-32D-A13N-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D11_741488.nocnv_grch38.seg.v2.txt	TCGA-E2-A14Y-01A-21D-A12A-01	TCGA-BRCA
MINAE_p_TCGA_200_202_203_SNP_N_GenomeWideSNP_6_D08_955214.nocnv_grch38.seg.v2.txt	TCGA-A7-A3J1-10A-01D-A20R-01	TCGA-BRCA
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_E09_799894.nocnv_grch38.seg.v2.txt	TCGA-C8-A26X-10A-01D-A16C-01	TCGA-BRCA
STOPE_p_TCGAb3_58_59_60_61_62_N_GenomeWideSNP_6_F01_1388154.nocnv_grch38.seg.v2.txt	TCGA-AC-A7VB-01A-11D-A350-01	TCGA-BRCA
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G03_697108.nocnv_grch38.seg.v2.txt	TCGA-BH-A0HF-10A-01D-A059-01	TCGA-BRCA
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G06_778058.nocnv_grch38.seg.v2.txt	TCGA-EW-A1P5-01A-11D-A141-01	TCGA-BRCA
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D08_741406.nocnv_grch38.seg.v2.txt	TCGA-E2-A15A-01A-11D-A12A-01	TCGA-BRCA
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_A12_802324.nocnv_grch38.seg.v2.txt	TCGA-A7-A26F-01A-21D-A166-01	TCGA-BRCA
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_D08_772218.nocnv_grch38.seg.v2.txt	TCGA-D8-A1JC-01A-11D-A13J-01	TCGA-BRCA
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G12_734766.nocnv_grch38.seg.v2.txt	TCGA-AO-A129-10A-01D-A10L-01	TCGA-BRCA
SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_F05_698150.nocnv_grch38.seg.v2.txt	TCGA-A2-A0T6-01A-11D-A087-01	TCGA-BRCA
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_A09_799960.nocnv_grch38.seg.v2.txt	TCGA-GI-A2C8-11A-22D-A16C-01	TCGA-BRCA
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_E03_799942.nocnv_grch38.seg.v2.txt	TCGA-D8-A27N-01A-11D-A16C-01	TCGA-BRCA
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B01_734796.nocnv_grch38.seg.v2.txt	TCGA-E2-A105-10A-01D-A10L-01	TCGA-BRCA
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B10_667080.nocnv_grch38.seg.v2.txt	TCGA-B6-A0IM-10A-01D-A037-01	TCGA-BRCA
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_H05_735042.nocnv_grch38.seg.v2.txt	TCGA-BH-A0BP-01A-11D-A111-01	TCGA-BRCA
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_F09_780842.nocnv_grch38.seg.v2.txt	TCGA-E9-A1NE-01A-21D-A14J-01	TCGA-BRCA
TAKEN_p_TCGAb_379_400_FFPE_NSP_GenomeWideSNP_6_G01_1513150.nocnv_grch38.seg.v2.txt	TCGA-S3-AA0Z-01A-11D-A41E-01	TCGA-BRCA
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_D02_735046.nocnv_grch38.seg.v2.txt	TCGA-BH-A0EI-01A-11D-A111-01	TCGA-BRCA
COPAL_p_TCGAb_337_338_339_NSP_GenomeWideSNP_6_E07_1373590.nocnv_grch38.seg.v2.txt	TCGA-BH-A6R8-10A-01D-A33G-01	TCGA-BRCA
CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_B01_1301404.nocnv_grch38.seg.v2.txt	TCGA-EW-A3E8-01B-11D-A242-01	TCGA-BRCA
COPAL_p_TCGAb_337_338_339_NSP_GenomeWideSNP_6_E06_1373608.nocnv_grch38.seg.v2.txt	TCGA-BH-A6R8-01A-21D-A33D-01	TCGA-BRCA
HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_D08_628516.nocnv_grch38.seg.v2.txt	TCGA-A8-A0A4-01A-11D-A011-01	TCGA-BRCA
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_A06_799976.nocnv_grch38.seg.v2.txt	TCGA-C8-A273-01A-11D-A16C-01	TCGA-BRCA
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_C08_777644.nocnv_grch38.seg.v2.txt	TCGA-E2-A1LH-01A-11D-A14F-01	TCGA-BRCA
COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_E07_667100.nocnv_grch38.seg.v2.txt	TCGA-BH-A0HU-01A-11D-A036-01	TCGA-BRCA
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_A11_777588.nocnv_grch38.seg.v2.txt	TCGA-E2-A1LH-11A-22D-A14F-01	TCGA-BRCA
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_D09_778086.nocnv_grch38.seg.v2.txt	TCGA-E9-A1N6-01A-11D-A141-01	TCGA-BRCA
URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_H02_735024.nocnv_grch38.seg.v2.txt	TCGA-A2-A0D3-10A-01D-A113-01	TCGA-BRCA
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_D09_772158.nocnv_grch38.seg.v2.txt	TCGA-D8-A1JB-01A-11D-A13J-01	TCGA-BRCA
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_C10_697206.nocnv_grch38.seg.v2.txt	TCGA-BH-A0BJ-01A-11D-A059-01	TCGA-BRCA
HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_G12_808640.nocnv_grch38.seg.v2.txt	TCGA-AC-A2B8-01A-11D-A17C-01	TCGA-BRCA
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_D01_697136.nocnv_grch38.seg.v2.txt	TCGA-BH-A0BJ-10A-01D-A059-01	TCGA-BRCA
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_F09_729562.nocnv_grch38.seg.v2.txt	TCGA-BH-A0BJ-11A-23D-A092-01	TCGA-BRCA
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G06_734624.nocnv_grch38.seg.v2.txt	TCGA-BH-A0B2-01A-11D-A10L-01	TCGA-BRCA
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_F02_734756.nocnv_grch38.seg.v2.txt	TCGA-BH-A0B2-10A-01D-A10L-01	TCGA-BRCA
SPRAY_p_TCGAb_420_430_NSP_GenomeWideSNP_6_A07_1524326.nocnv_grch38.seg.v2.txt	TCGA-VS-A9UQ-10A-01D-A42Q-01	TCGA-CESC
THREW_p_TCGAb_329_335_336_NSP_GenomeWideSNP_6_B06_1367216.nocnv_grch38.seg.v2.txt	TCGA-C5-A7CK-10A-01D-A32H-01	TCGA-CESC
SPRAY_p_TCGAb_420_430_NSP_GenomeWideSNP_6_A11_1524296.nocnv_grch38.seg.v2.txt	TCGA-ZJ-AAX8-10A-01D-A42Q-01	TCGA-CESC
OKRAS_p_TCGA_198_199_200_SNP_N_GenomeWideSNP_6_E02_955470.nocnv_grch38.seg.v2.txt	TCGA-FU-A3EO-11A-13D-A20T-01	TCGA-CESC
WANED_p_TCGAb_113_420_NSP_GenomeWideSNP_6_H03_1524114.nocnv_grch38.seg.v2.txt	TCGA-VS-A9U7-10A-01D-A42Q-01	TCGA-CESC
OKRAS_p_TCGA_198_199_200_SNP_N_GenomeWideSNP_6_D12_955294.nocnv_grch38.seg.v2.txt	TCGA-FU-A3EO-01A-11D-A20T-01	TCGA-CESC
WANED_p_TCGAb_113_420_NSP_GenomeWideSNP_6_F12_1524214.nocnv_grch38.seg.v2.txt	TCGA-VS-A9UR-01A-11D-A42N-01	TCGA-CESC
WANED_p_TCGAb_113_420_NSP_GenomeWideSNP_6_G01_1524068.nocnv_grch38.seg.v2.txt	TCGA-VS-A9UR-10A-01D-A42Q-01	TCGA-CESC
CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_F01_1301434.nocnv_grch38.seg.v2.txt	TCGA-LP-A4AW-01A-11D-A242-01	TCGA-CESC
WANED_p_TCGAb_113_420_NSP_GenomeWideSNP_6_A10_1524190.nocnv_grch38.seg.v2.txt	TCGA-VS-A959-01A-11D-A42N-01	TCGA-CESC
STOPS_p_TCGA_b101_114_SNP_N_GenomeWideSNP_6_F03_771710.nocnv_grch38.seg.v2.txt	TCGA-C5-A1M9-10A-01D-A13V-01	TCGA-CESC
BRIAR_p_TCGA_297_298_299_300_S_GenomeWideSNP_6_D03_1362362.nocnv_grch38.seg.v2.txt	TCGA-Q1-A5R2-10A-01D-A28D-01	TCGA-CESC
DRIPS_p_TCGA_295_296_297_N_GenomeWideSNP_6_E04_1343902.nocnv_grch38.seg.v2.txt	TCGA-EA-A5O9-01A-11D-A28A-01	TCGA-CESC
OKRAS_p_TCGA_198_199_200_SNP_N_GenomeWideSNP_6_C04_955346.nocnv_grch38.seg.v2.txt	TCGA-EA-A3HQ-10A-01D-A20T-01	TCGA-CESC
BLATE_p_TCGA_b127_wSarc_SNP_N_GenomeWideSNP_6_D04_805338.nocnv_grch38.seg.v2.txt	TCGA-C5-A1MP-10A-01D-A14V-01	TCGA-CESC
SPAED_p_TCGAb_380_381_NSP_GenomeWideSNP_6_E07_1465278.nocnv_grch38.seg.v2.txt	TCGA-2W-A8YY-01A-11D-A37M-01	TCGA-CESC
WANED_p_TCGAb_113_420_NSP_GenomeWideSNP_6_C11_1524172.nocnv_grch38.seg.v2.txt	TCGA-VS-A9UL-10A-01D-A42Q-01	TCGA-CESC
WANED_p_TCGAb_113_420_NSP_GenomeWideSNP_6_C10_1524120.nocnv_grch38.seg.v2.txt	TCGA-VS-A9UL-01A-11D-A42N-01	TCGA-CESC
