ensembl_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	description
ENSG00000101203	7.709477929	1.68797908	0.37825229	2.96E-08	1.36E-06	COL20A1	collagen type XX alpha 1 chain
ENSG00000101210	4384.586053	2.070089537	0.466304595	9.69E-09	5.35E-07	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
ENSG00000101216	975.4809346	-0.197505006	0.066087066	0.00175704	0.011877037	GMEB2	glucocorticoid modulatory element binding protein 2
ENSG00000101220	1787.790651	-0.381188727	0.110252487	0.000114013	0.001372792	C20orf27	chromosome 20 open reading frame 27
ENSG00000101230	290.1627596	1.779734206	0.323840776	7.47E-12	1.05E-09	ISM1	isthmin 1
ENSG00000101247	526.8464094	0.323628113	0.081030664	2.08E-05	0.000352677	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5
ENSG00000101266	3386.531244	0.218572144	0.05884684	0.000127725	0.001495098	CSNK2A1	casein kinase 2 alpha 1
ENSG00000101294	10956.01646	0.319575504	0.099626814	0.00037383	0.003512444	HM13	histocompatibility minor 13
ENSG00000101310	2738.666555	0.233442358	0.079827514	0.002013046	0.013124686	SEC23B	"SEC23 homolog B, COPII coat complex component"
ENSG00000101311	249.5074777	-1.497973992	0.355460683	4.41E-08	1.91E-06	FERMT1	FERM domain containing kindlin 1
ENSG00000101323	6763.250075	-0.546509014	0.340156724	0.00282779	0.017239906	HAO1	hydroxyacid oxidase 1
ENSG00000101333	433.1283346	0.573631688	0.243749237	0.001757459	0.011877037	PLCB4	phospholipase C beta 4
ENSG00000101337	4581.517072	0.162093781	0.061640303	0.006847941	0.033676454	TM9SF4	transmembrane 9 superfamily member 4
ENSG00000101350	3295.749098	0.220070616	0.070695155	0.001317766	0.009599723	KIF3B	kinesin family member 3B
ENSG00000101400	2387.60364	-0.462286294	0.160518059	0.000401907	0.003733607	SNTA1	syntrophin alpha 1
ENSG00000101405	47.89556613	-1.902228385	0.585789206	2.28E-06	5.47E-05	OXT	oxytocin/neurophysin I prepropeptide
ENSG00000101417	1290.863151	-0.33939698	0.097020126	0.000154945	0.001757663	PXMP4	peroxisomal membrane protein 4
ENSG00000101442	448.0884058	-0.415863167	0.091300186	1.06E-06	2.90E-05	ACTR5	actin related protein 5
ENSG00000101443	750.3328939	-0.609052365	0.800444612	0.002782987	0.017019695	WFDC2	WAP four-disulfide core domain 2
ENSG00000101463	82.02112772	0.724071636	0.359576018	0.005852056	0.029843232	SYNDIG1	synapse differentiation inducing 1
ENSG00000101624	186.9557134	-0.203765139	0.083782078	0.007834124	0.037125716	CEP76	centrosomal protein 76
ENSG00000101638	14.54563546	0.780523372	0.255241146	0.000332762	0.003034426	ST8SIA5	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
ENSG00000101746	17.6221453	-1.393846237	0.686129116	0.000205458	0.002081523	NOL4	nucleolar protein 4
ENSG00000101811	529.4053648	-0.194903206	0.080929389	0.008174182	0.038343696	CSTF2	cleavage stimulation factor subunit 2
ENSG00000101846	1326.056548	1.150262843	0.17568223	5.47E-12	7.20E-10	STS	steroid sulfatase
ENSG00000101868	586.1927063	0.32138937	0.106396717	0.000588716	0.005041065	POLA1	"DNA polymerase alpha 1, catalytic subunit"
ENSG00000101951	1200.380198	-0.110330185	0.271663079	6.41E-05	0.000873142	PAGE4	PAGE family member 4
ENSG00000102032	1621.346712	0.621848742	0.231574344	0.000831276	0.006672586	RENBP	renin binding protein
ENSG00000102078	238.6893865	-0.334697572	0.090122563	3.51E-05	0.000540465	SLC25A14	solute carrier family 25 member 14
ENSG00000102098	144.7920803	-0.53828688	0.161284879	7.24E-05	0.000947381	SCML2	Scm polycomb group protein like 2
ENSG00000102100	1636.784099	0.201168296	0.074798513	0.003846383	0.01920661	SLC35A2	solute carrier family 35 member A2
ENSG00000102158	5850.631234	0.24392587	0.085124835	0.001919288	0.012651709	MAGT1	magnesium transporter 1
ENSG00000102225	3203.737698	0.374116545	0.084762085	2.70E-06	6.33E-05	CDK16	cyclin dependent kinase 16
ENSG00000102287	984.0510467	0.543909686	0.258469259	0.003424764	0.019878633	GABRE	gamma-aminobutyric acid type A receptor subunit epsilon
ENSG00000102383	52.69595596	-0.632078385	0.293471124	0.002261127	0.014442156	ZDHHC15	zinc finger DHHC-type palmitoyltransferase 15
ENSG00000102401	1572.9788	0.501377801	0.194959604	0.002428252	0.015248321	ARMCX3	armadillo repeat containing X-linked 3
ENSG00000102466	125.7072496	-0.797574325	0.378236139	0.000679362	0.005660793	FGF14	fibroblast growth factor 14
ENSG00000102580	4942.954265	0.259033364	0.101422335	0.004915652	0.026184233	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
ENSG00000102595	753.4592772	-0.250425147	0.089237047	0.001789903	0.012041715	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2
ENSG00000102781	489.1020169	-0.360275508	0.125609782	0.000590223	0.005048534	KATNAL1	katanin catalytic subunit A1 like 1
ENSG00000102854	2606.547667	-0.802819516	0.624557629	0.003512577	0.020240673	MSLN	mesothelin
ENSG00000102890	735.7877824	0.606242159	0.209761344	0.000570298	0.004929357	ELMO3	engulfment and cell motility 3
ENSG00000102893	2447.068651	0.339154998	0.093906837	0.000115208	0.001384582	PHKB	phosphorylase kinase regulatory subunit beta
ENSG00000102931	12.00733007	0.636412309	0.189306934	0.000145609	0.001667211	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
ENSG00000102934	921.8572316	0.600379391	0.169209747	6.37E-05	0.000869739	PLLP	plasmolipin
ENSG00000102977	708.6591384	-0.338260966	0.094929653	0.000102883	0.001263188	ACD	ACD shelterin complex subunit and telomerase recruitment factor
ENSG00000102978	2698.24296	0.497503731	0.084558661	2.54E-09	1.69E-07	POLR2C	RNA polymerase II subunit C
ENSG00000102981	200.6253438	-0.370321208	0.168116765	0.004391884	0.023998433	PARD6A	par-6 family cell polarity regulator alpha
ENSG00000102984	68.7673534	-0.485255775	0.095553015	4.55E-08	1.96E-06	ZNF821	zinc finger protein 821
ENSG00000103024	1725.909524	0.263409632	0.114408094	0.009337663	0.04225328	NME3	NME/NM23 nucleoside diphosphate kinase 3
ENSG00000103044	99.77920325	0.842038123	0.167113417	5.08E-09	3.05E-07	HAS3	hyaluronan synthase 3
ENSG00000103047	779.1485804	-0.311269224	0.09645143	0.000299426	0.003275307	TANGO6	transport and golgi organization 6 homolog
ENSG00000103056	394.2970799	0.999563808	0.24500764	6.34E-08	2.74E-06	SMPD3	sphingomyelin phosphodiesterase 3
ENSG00000103067	1928.614578	0.373515856	0.15509339	0.004937588	0.026239942	ESRP2	epithelial splicing regulatory protein 2
ENSG00000103091	2049.569689	0.270005944	0.080441488	0.000556842	0.004164648	WDR59	WD repeat domain 59
ENSG00000103152	789.0987031	0.241806718	0.086189982	0.002466442	0.015423075	MPG	N-methylpurine DNA glycosylase
ENSG00000103154	942.7837605	0.430434461	0.390668736	0.007146053	0.034663736	NECAB2	N-terminal EF-hand calcium binding protein 2
ENSG00000103175	439.199404	0.449724648	0.237528857	0.007488761	0.037284519	WFDC1	WAP four-disulfide core domain 1
ENSG00000103187	3235.948775	0.418000451	0.143561597	0.000550596	0.004809709	COTL1	coactosin like F-actin binding protein 1
ENSG00000103202	4902.520442	0.462824656	0.125137613	7.54E-05	0.000987867	NME4	NME/NM23 nucleoside diphosphate kinase 4
ENSG00000103222	1486.505696	0.438639435	0.165664613	0.001243065	0.009138539	ABCC1	ATP binding cassette subfamily C member 1
ENSG00000103253	377.7864529	0.680996504	0.265903969	0.000350146	0.003316034	HAGHL	hydroxyacylglutathione hydrolase like
ENSG00000103264	3035.256433	-0.41138958	0.153420558	0.001002372	0.007744114	FBXO31	F-box protein 31
ENSG00000103316	591.2211563	0.585302072	0.235386988	0.000716091	0.005915193	CRYM	crystallin mu
ENSG00000103326	1568.649782	0.197632343	0.076522663	0.006565731	0.0326113	CAPN15	calpain 15
ENSG00000103335	3743.959698	0.296138155	0.09746676	0.000961293	0.007455335	PIEZO1	piezo type mechanosensitive ion channel component 1
ENSG00000103365	3583.091311	0.429479396	0.080252364	4.26E-08	1.85E-06	GGA2	"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
ENSG00000103460	465.1444938	-0.669269606	0.315153353	0.00124239	0.009137758	TOX3	TOX high mobility group box family member 3
ENSG00000103494	231.781887	0.235842304	0.095413844	0.006322098	0.031623069	RPGRIP1L	RPGRIP1 like
ENSG00000103540	390.496537	-0.482143833	0.114116653	1.87E-06	4.65E-05	CCP110	centriolar coiled-coil protein 110
ENSG00000103546	385.1471631	-0.133849514	0.289570912	0.000519719	0.004583518	SLC6A2	solute carrier family 6 member 2
ENSG00000103569	16418.24296	-0.796465752	0.417734842	0.000329605	0.003161661	AQP9	aquaporin 9
ENSG00000103599	102.0727006	-0.78221459	0.290506303	7.68E-05	0.001003296	IQCH	IQ motif containing H
ENSG00000103742	125.08175	0.719685908	0.313147331	0.001648275	0.011302457	IGDCC4	immunoglobulin superfamily DCC subclass member 4
ENSG00000103769	4512.697412	0.281624027	0.055167607	1.59E-07	5.79E-06	RAB11A	"RAB11A, member RAS oncogene family"
ENSG00000103855	3574.093622	0.319025791	0.096429796	0.000387579	0.003614574	CD276	CD276 molecule
ENSG00000103978	1452.903167	0.425771914	0.073358759	9.93E-10	6.42E-08	TMEM87A	transmembrane protein 87A
ENSG00000103995	150.0239635	-0.492412997	0.13895528	3.25E-05	0.000504386	CEP152	centrosomal protein 152
ENSG00000104044	1248.124396	2.126689582	0.411383027	1.51E-08	7.77E-07	OCA2	OCA2 melanosomal transmembrane protein
ENSG00000104131	2373.172579	0.203358186	0.064774682	0.000999697	0.007693155	EIF3J	eukaryotic translation initiation factor 3 subunit J
ENSG00000104133	2114.1664	0.308761813	0.095884367	0.000502783	0.004460539	SPG11	"SPG11 vesicle trafficking associated, spatacsin"
ENSG00000104205	498.9563192	-0.250048755	0.121557407	0.011481728	0.049214479	SGK3	serum/glucocorticoid regulated kinase family member 3
ENSG00000104218	730.4194546	0.274386011	0.114256648	0.005381656	0.028007153	CSPP1	centrosome and spindle pole associated protein 1
ENSG00000104219	722.6048222	-0.816800588	0.186847293	3.32E-07	1.10E-05	ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2
ENSG00000104290	235.2622205	-0.652381457	0.199417774	4.02E-05	0.000594177	FZD3	frizzled class receptor 3
ENSG00000104313	21.68137464	-0.978761435	0.574542891	0.000405866	0.003764514	EYA1	EYA transcriptional coactivator and phosphatase 1
ENSG00000104321	57.63791366	-0.561699871	0.465415641	0.005829195	0.029758459	TRPA1	transient receptor potential cation channel subfamily A member 1
ENSG00000104325	9140.236018	0.2679135	0.117915808	0.007841951	0.03715543	DECR1	"2,4-dienoyl-CoA reductase 1"
ENSG00000104327	32.54550715	-0.620779413	0.421632389	0.00436736	0.023742489	CALB1	calbindin 1
ENSG00000104341	7412.378126	-0.347597389	0.177401971	0.007719443	0.036706204	LAPTM4B	lysosomal protein transmembrane 4 beta
ENSG00000104356	299.8022893	0.247442308	0.079680028	0.000841312	0.006723736	POP1	"POP1 homolog, ribonuclease P/MRP subunit"
ENSG00000104369	115.4288228	0.541943389	0.353370753	0.007164688	0.03470473	JPH1	junctophilin 1
ENSG00000104381	320.2819734	-0.376693255	0.170642025	0.004416955	0.024090277	GDAP1	ganglioside induced differentiation associated protein 1
ENSG00000104388	6781.982415	0.216687936	0.092451994	0.008670234	0.040007176	RAB2A	"RAB2A, member RAS oncogene family"
ENSG00000104427	177.6469534	-0.550497472	0.165174768	5.08E-05	0.000724666	ZC2HC1A	zinc finger C2HC-type containing 1A
ENSG00000104447	357.9292206	-0.582245066	0.207645063	0.000231029	0.002395611	TRPS1	transcriptional repressor GATA binding 1
ENSG00000104490	888.7723099	0.530320061	0.187323092	0.000973652	0.007532229	NCALD	neurocalcin delta
ENSG00000104497	262.6652124	-0.310152727	0.102757596	0.000489507	0.004372022	SNX16	sorting nexin 16
ENSG00000104549	4087.241182	-0.350536823	0.199775582	0.007645418	0.036397744	SQLE	squalene epoxidase
ENSG00000104626	445.3267415	-0.263572979	0.100954425	0.003144331	0.019376725	ERI1	exoribonuclease 1
ENSG00000104804	5.424586268	-0.844833925	0.322035356	0.000274902	0.002740741	TULP2	TUB like protein 2
ENSG00000104808	40.22052251	-0.902533686	0.319726595	3.83E-05	0.000576506	DHDH	dihydrodiol dehydrogenase
ENSG00000104812	2792.057934	0.242707638	0.099245186	0.006351204	0.031724104	GYS1	glycogen synthase 1
ENSG00000104833	2168.349617	-0.643760921	0.541164006	0.003706478	0.018330018	TUBB4A	tubulin beta 4A class IVa
ENSG00000104835	83.8829049	0.250534066	0.093723565	0.004112724	0.022872767	SARS2	"seryl-tRNA synthetase 2, mitochondrial"
ENSG00000104863	138.5114915	-0.467911421	0.134968558	7.37E-05	0.000958119	LIN7B	"lin-7 homolog B, crumbs cell polarity complex component"
ENSG00000104881	1023.392327	-0.59650364	0.14233282	5.21E-07	1.59E-05	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like
ENSG00000104884	1501.175155	-0.339488437	0.098121086	0.000107973	0.001151361	ERCC2	"ERCC excision repair 2, TFIIH core complex helicase subunit"
ENSG00000104886	2261.959488	0.348222957	0.107671394	0.000443088	0.004040641	PLEKHJ1	pleckstrin homology domain containing J1
ENSG00000104888	26.16414643	-0.714429495	0.285879503	0.000545155	0.004753618	SLC17A7	solute carrier family 17 member 7
ENSG00000104901	18.44225748	-0.529549566	0.279496463	0.004791151	0.025684877	DKKL1	dickkopf like acrosomal protein 1
ENSG00000104953	168.2421665	-0.711241538	0.246299629	0.000113728	0.001370249	TLE6	"TLE family member 6, subcortical maternal complex member"
ENSG00000104980	1799.836143	0.311027147	0.071832815	8.63E-06	0.000146336	TIMM44	translocase of inner mitochondrial membrane 44
ENSG00000105127	1254.575015	0.220262747	0.056930599	8.88E-05	0.001122512	AKAP8	A-kinase anchoring protein 8
ENSG00000105135	6527.355647	0.395069781	0.110766247	0.000139082	0.001605194	ILVBL	ilvB acetolactate synthase like
ENSG00000105186	1066.08853	-0.226514223	0.089617842	0.005873441	0.029931929	ANKRD27	ankyrin repeat domain 27
ENSG00000105204	1056.239903	0.262004161	0.115826802	0.009944758	0.044232014	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B
ENSG00000105220	19094.40676	0.410752418	0.116448359	0.000104249	0.001281555	GPI	glucose-6-phosphate isomerase
ENSG00000105251	297.5634062	-1.240702996	0.391078165	5.30E-06	0.000113458	SHD	Src homology 2 domain containing transforming protein D
ENSG00000105290	337.2235394	0.630545682	0.403212772	0.002553456	0.015875748	APLP1	amyloid beta precursor like protein 1
ENSG00000105298	632.2005108	-0.153288889	0.061563621	0.00996383	0.044266691	CACTIN	"cactin, spliceosome C complex subunit"
ENSG00000105327	707.9333554	0.311620426	0.110969856	0.00185525	0.012362807	BBC3	BCL2 binding component 3
ENSG00000105329	2541.091037	0.619690677	0.177619398	3.39E-05	0.000449066	TGFB1	transforming growth factor beta 1
ENSG00000105339	725.7478663	0.254120224	0.114167716	0.010460908	0.045975575	DENND3	DENN domain containing 3
ENSG00000105357	5461.293485	-0.778357212	0.182539904	1.42E-06	3.71E-05	MYH14	myosin heavy chain 14
ENSG00000105398	19327.47373	-0.725795278	0.552609779	0.000221018	0.002314579	SULT2A1	sulfotransferase family 2A member 1
ENSG00000105409	11.37481298	1.5823459	0.348418178	2.16E-09	1.47E-07	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3
ENSG00000105426	1174.052657	1.721691599	0.248703388	3.27E-11	3.64E-09	PTPRS	protein tyrosine phosphatase receptor type S
ENSG00000105427	58.56363707	-0.493523733	0.317232468	0.008809177	0.040433874	CNFN	cornifelin
ENSG00000105429	2963.441816	0.359860648	0.109187514	0.000347706	0.003296737	MEGF8	multiple EGF like domains 8
ENSG00000105438	9954.682547	0.235099292	0.07672654	0.001115483	0.008362969	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
ENSG00000105486	1416.578007	0.232429512	0.091608574	0.005913677	0.030080315	LIG1	DNA ligase 1
ENSG00000105499	964.7596815	0.330234817	0.161561898	0.010321983	0.045511568	PLA2G4C	phospholipase A2 group IVC
ENSG00000105514	760.4558587	1.057877555	0.206222862	2.78E-07	9.39E-06	RAB3D	"RAB3D, member RAS oncogene family"
ENSG00000105552	1565.474319	0.330696534	0.133315001	0.004955748	0.026313005	BCAT2	branched chain amino acid transaminase 2
ENSG00000105568	11697.55946	0.239848949	0.082306597	0.00178459	0.012014638	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
ENSG00000105612	2873.286663	-0.436047144	0.11906258	1.41E-05	0.00025632	DNASE2	"deoxyribonuclease 2, lysosomal"
ENSG00000105613	94.72445404	-1.475938614	0.243121788	1.80E-12	3.19E-10	MAST1	microtubule associated serine/threonine kinase 1
ENSG00000105649	243.0275363	0.424707421	0.127945871	0.00034029	0.003204652	RAB3A	"RAB3A, member RAS oncogene family"
ENSG00000105655	2955.5151	0.473462487	0.209893841	0.003964066	0.022282459	ISYNA1	inositol-3-phosphate synthase 1
ENSG00000105668	20.85117249	-0.754289447	0.415502954	0.002474571	0.01546591	UPK1A	uroplakin 1A
ENSG00000105707	16330.80985	0.667722241	0.175534312	9.85E-06	0.000190356	HPN	hepsin
ENSG00000105711	526.175481	0.813147478	0.169559973	2.55E-08	1.21E-06	SCN1B	sodium voltage-gated channel beta subunit 1
ENSG00000105726	4095.119897	0.288747501	0.079545703	0.000139053	0.001605194	ATP13A1	ATPase 13A1
ENSG00000105738	1558.924335	0.260137727	0.106875457	0.008177824	0.033955053	SIPA1L3	signal induced proliferation associated 1 like 3
ENSG00000105755	775.5259128	-0.63343499	0.125288107	1.84E-08	9.26E-07	ETHE1	ETHE1 persulfide dioxygenase
ENSG00000105784	305.7785099	-0.548520547	0.237126949	0.000669079	0.005531953	RUNDC3B	RUN domain containing 3B
ENSG00000105792	142.4719715	-0.549394678	0.180408018	9.97E-05	0.001217429	CFAP69	cilia and flagella associated protein 69
ENSG00000105825	625.6706832	0.677184289	0.370641442	0.000451637	0.004106041	TFPI2	tissue factor pathway inhibitor 2
ENSG00000105852	5227.227049	-0.67453779	0.258985012	0.00028045	0.002779897	PON3	paraoxonase 3
ENSG00000105875	1555.069879	0.252026314	0.097509586	0.003721425	0.021157845	WDR91	WD repeat domain 91
ENSG00000105877	344.3716053	-0.94862881	0.355216624	8.37E-05	0.001069632	DNAH11	dynein axonemal heavy chain 11
ENSG00000105880	36.57787992	-0.497920221	0.491650036	0.010532704	0.046205994	DLX5	distal-less homeobox 5
ENSG00000105926	947.8814418	0.576046215	0.127535128	6.09E-07	1.81E-05	PALS2	"protein associated with LIN7 2, MAGUK p55 family member"
ENSG00000105928	860.9871989	-0.508976445	0.222635182	0.001458526	0.010306455	GSDME	gasdermin E
ENSG00000105948	207.2737075	-0.608255606	0.120278681	2.03E-08	1.01E-06	TTC26	tetratricopeptide repeat domain 26
ENSG00000105953	7714.300843	0.590590339	0.098004393	3.21E-10	2.81E-08	OGDH	oxoglutarate dehydrogenase
ENSG00000105968	5773.668818	0.15940618	0.06108656	0.006874534	0.03375852	H2AZ2	H2A.Z variant histone 2
ENSG00000105976	8391.394519	0.378122925	0.138461355	0.00125259	0.009194104	MET	"MET proto-oncogene, receptor tyrosine kinase"
ENSG00000105991	23.73809383	-0.427005553	0.225335546	0.005364234	0.02795307	HOXA1	homeobox A1
ENSG00000106004	143.8587677	-0.928111783	0.296690967	7.08E-05	0.000938757	HOXA5	homeobox A5
ENSG00000106012	1203.541034	0.361179492	0.096364176	5.12E-05	0.00072931	IQCE	IQ motif containing E
ENSG00000106028	2733.154109	0.184801038	0.078012225	0.01081355	0.047169144	SSBP1	single stranded DNA binding protein 1
ENSG00000106031	262.6531988	0.919000045	0.419538752	0.001254961	0.009203303	HOXA13	homeobox A13
ENSG00000106034	599.5258151	-1.26131083	0.22536215	7.10E-11	8.21E-09	CPED1	cadherin like and PC-esterase domain containing 1
ENSG00000106080	455.72119	-0.818419275	0.113350071	1.60E-15	5.88E-13	FKBP14	FKBP prolyl isomerase 14
ENSG00000106086	407.757764	-0.654322536	0.100045688	4.54E-13	9.27E-11	PLEKHA8	pleckstrin homology domain containing A8
ENSG00000106100	260.8746045	-0.39042809	0.102016488	2.83E-05	0.000452767	NOD1	nucleotide binding oligomerization domain containing 1
ENSG00000106153	8975.95945	0.253186824	0.08053686	0.000799164	0.006500664	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2
ENSG00000106299	3550.698914	0.189630164	0.076198747	0.008205782	0.038443099	WASL	WASP like actin nucleation promoting factor
ENSG00000106355	1274.820915	-0.244766155	0.096028547	0.004296444	0.023687536	LSM5	"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
ENSG00000106404	2511.266839	0.462605492	0.198002363	0.004016252	0.02247037	CLDN15	claudin 15
ENSG00000106511	219.3217938	-0.796860675	0.289548467	0.000213768	0.002234639	MEOX2	mesenchyme homeobox 2
ENSG00000106526	228.1359717	0.289365281	0.136545529	0.011397483	0.048990693	ACTR3C	actin related protein 3C
ENSG00000106537	1885.715669	-0.711887447	0.285666636	0.000456023	0.003535303	TSPAN13	tetraspanin 13
ENSG00000106546	2640.977174	-0.413826729	0.146060134	0.000473551	0.004250198	AHR	aryl hydrocarbon receptor
ENSG00000106554	1966.479825	0.319384535	0.079847431	2.54E-05	0.000413573	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3
ENSG00000106603	1124.689664	0.251259604	0.063645173	4.80E-05	0.000691773	COA1	cytochrome c oxidase assembly factor 1
ENSG00000106633	666.4757547	-0.377641376	0.745481358	0.003285768	0.021455706	GCK	glucokinase
ENSG00000106636	3210.217484	0.213987444	0.078488807	0.003500854	0.020197429	YKT6	YKT6 v-SNARE homolog
ENSG00000106638	1982.777983	0.236023089	0.078841345	0.00130831	0.009501654	TBL2	transducin beta like 2
ENSG00000106686	132.8092123	-0.444430659	0.179625364	0.001042769	0.007950236	SPATA6L	spermatogenesis associated 6 like
ENSG00000106689	55.93689954	0.936477715	0.367576051	0.000118003	0.001397202	LHX2	LIM homeobox 2
ENSG00000106701	141.4660778	-0.360917392	0.14052915	0.001627662	0.01119006	FSD1L	fibronectin type III and SPRY domain containing 1 like
ENSG00000106853	11546.25608	-0.647768501	0.216701205	5.39E-05	0.000766823	PTGR1	prostaglandin reductase 1
ENSG00000106868	318.0757445	-0.305678151	0.133641224	0.005781942	0.029567849	SUSD1	sushi domain containing 1
ENSG00000106992	305.4141412	-0.734016203	0.147810378	1.76E-08	8.82E-07	AK1	adenylate kinase 1
ENSG00000107014	4.220390971	-1.603048952	0.327986743	4.08E-09	2.51E-07	RLN2	relaxin 2
ENSG00000107130	1174.532267	0.724355859	0.189611651	8.42E-06	0.000168169	NCS1	neuronal calcium sensor 1
ENSG00000107140	1766.849204	-0.326133156	0.084574685	3.45E-05	0.000530728	TESK1	testis associated actin remodelling kinase 1
ENSG00000107147	13.56416172	1.317356124	0.197895005	3.43E-11	3.79E-09	KCNT1	potassium sodium-activated channel subfamily T member 1
ENSG00000107186	2279.135577	-0.333723668	0.157560104	0.007039803	0.034301783	MPDZ	multiple PDZ domain crumbs cell polarity complex component
ENSG00000107187	39.27176007	-2.308293565	0.68925652	7.89E-07	2.26E-05	LHX3	LIM homeobox 3
ENSG00000107249	653.7059288	0.546919221	0.219949058	0.000765023	0.006956032	GLIS3	GLIS family zinc finger 3
ENSG00000107262	2551.388925	0.285567481	0.098345029	0.001557143	0.010830089	BAG1	BAG cochaperone 1
ENSG00000107317	410.5200481	1.004103416	0.426042538	0.001202338	0.008885678	PTGDS	prostaglandin D2 synthase
ENSG00000107521	3864.10703	-0.269500889	0.093765077	0.001473473	0.010377533	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
ENSG00000107554	1056.479081	-0.276597484	0.102379046	0.003029554	0.018173564	DNMBP	dynamin binding protein
ENSG00000107560	613.9448311	-0.271400248	0.103444982	0.003273078	0.01922742	RAB11FIP2	RAB11 family interacting protein 2
ENSG00000107566	2894.157384	-0.272877254	0.099955105	0.00260613	0.016142364	ERLIN1	ER lipid raft associated 1
ENSG00000107679	2207.302891	0.295512626	0.095512907	0.000655029	0.004730122	PLEKHA1	pleckstrin homology domain containing A1
ENSG00000107789	1276.2746	-0.243045875	0.099454121	0.006758131	0.033379749	MINPP1	multiple inositol-polyphosphate phosphatase 1
ENSG00000107798	5469.060952	-0.246818636	0.107587354	0.007804676	0.037008221	LIPA	"lipase A, lysosomal acid type"
ENSG00000107807	131.2181389	-2.902185448	0.388794676	4.40E-17	2.41E-14	TLX1	T cell leukemia homeobox 1
ENSG00000107815	667.541527	-0.552165276	0.102696399	7.06E-09	4.61E-07	TWNK	twinkle mtDNA helicase
ENSG00000107819	1544.772009	0.375131694	0.128694451	0.000626748	0.005296383	SFXN3	sideroflexin 3
ENSG00000107821	156.7203318	-0.461723	0.237061607	0.004061447	0.022459694	KAZALD1	Kazal type serine peptidase inhibitor domain 1
ENSG00000107929	2254.406835	0.247670539	0.058660224	1.32E-05	0.000242673	LARP4B	La ribonucleoprotein 4B
ENSG00000107949	1834.428759	0.169701248	0.061950026	0.004424085	0.024110931	BCCIP	BRCA2 and CDKN1A interacting protein
ENSG00000107959	2890.573077	0.479943627	0.080112196	7.41E-10	5.72E-08	PITRM1	pitrilysin metallopeptidase 1
ENSG00000107960	728.9840567	0.252449925	0.075284413	0.000402263	0.003734003	STN1	STN1 subunit of CST complex
ENSG00000108001	64.14097952	0.390229316	0.242734669	0.010975262	0.047708791	EBF3	EBF transcription factor 3
ENSG00000108179	5261.587353	0.573069183	0.109324832	3.65E-08	1.63E-06	PPIF	peptidylprolyl isomerase F
ENSG00000108256	3483.768234	0.161134991	0.066385144	0.011175408	0.048572419	NUFIP2	nuclear FMR1 interacting protein 2
ENSG00000108370	262.3853015	-1.03361103	0.206326551	4.02E-09	2.47E-07	RGS9	regulator of G protein signaling 9
ENSG00000108375	668.7339904	-1.657314981	0.211649597	2.84E-16	1.33E-13	RNF43	ring finger protein 43
ENSG00000108387	1869.992591	-0.470804653	0.246944554	0.004543134	0.024584313	SEPTIN4	septin 4
ENSG00000108424	7055.962797	0.198046357	0.060066586	0.000577176	0.004974393	KPNB1	karyopherin subunit beta 1
ENSG00000108468	1910.678576	-0.387173636	0.06950148	5.93E-09	3.51E-07	CBX1	chromobox 1
ENSG00000108474	308.7423893	0.287704547	0.113518527	0.004300763	0.02368945	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
ENSG00000108515	1608.478044	0.951409096	0.285408253	4.21E-05	0.000624519	ENO3	enolase 3
ENSG00000108528	3655.010095	0.32261317	0.098320603	0.000429875	0.003958331	SLC25A11	solute carrier family 25 member 11
ENSG00000108551	2108.367582	-0.900609987	0.270319498	6.37E-05	0.000869739	RASD1	ras related dexamethasone induced 1
ENSG00000108556	91.38177089	0.421068979	0.165602908	0.003924277	0.022090033	CHRNE	cholinergic receptor nicotinic epsilon subunit
ENSG00000108557	1273.496617	0.30056711	0.110512129	0.002707478	0.014612402	RAI1	retinoic acid induced 1
ENSG00000108561	3149.187048	0.373397529	0.096467735	4.28E-05	0.000633333	C1QBP	complement C1q binding protein
ENSG00000108582	7729.980246	-0.366191737	0.125353081	0.001010767	0.007758321	CPD	carboxypeptidase D
ENSG00000108587	1962.250911	0.135434027	0.050552853	0.006232868	0.031330302	GOSR1	golgi SNAP receptor complex member 1
ENSG00000108599	651.7035018	0.266964228	0.080427591	0.000434837	0.003974507	AKAP10	A-kinase anchoring protein 10
